,photo_id,exif_camera_make,exif_camera_model,exif_iso,exif_focal_length,exif_aperture_value,exif_exposure_time,orientation,iso_noise_bin_label,iso_noise_label,DoF_bin,DoF,exposure_label,focal_label_bin,focal_label
12155,iUmoREuqGbo,Canon,Canon EOS M5,100,23,11,1/500,1,0,0,1,2,2,0,0
12156,wvjvpRuqA7w,Canon,Canon PowerShot G5 X,160,22.3,2.8,1/1250,1,0,0,0,0,2,0,0
12157,7lztKFod4G8,FUJIFILM,FinePix HS10 HS11,200,16.8,4,1/120,1,0,0,1,1,1,0,0
12158,2nkth4yfAAI,SONY,ILCE-7M3,100,35,5.6,1/400,1,0,0,1,1,2,0,0
12159,3ODJ3CeHlUo,NIKON CORPORATION,NIKON D7000,400,28,2.8,1/500,1,0,0,0,0,2,0,0
12163,s8mLR5hyD0M,SONY,ILCE-6300,100,30,5.6,1/60,1,0,0,1,1,1,0,0
12165,ugAR9FnLLuY,FUJIFILM,X-T2,640,50,1,30,1,1,1,0,0,0,0,1
12166,l0IPVqjNWNo,SONY,ILCE-7M3,100,55,1.8,1/400,1,0,0,0,0,2,0,1
12167,gkS33Ewr1C0,SONY,ILCE-7RM3,800,400,6.3,1/400,1,1,1,1,2,2,1,2
12168,3ikHyQtIH94,Canon,Canon EOS 70D,100,37,2.8,1/2000,1,0,0,0,0,2,0,1
12171,WwBHxAbLJgk,Canon,Canon EOS 6D,400,105,5.6,1/125,1,0,0,1,1,1,1,2
12173,qsLz93Dxpzw,NIKON CORPORATION,NIKON D7500,3200,14,2.8,25,1,1,2,0,0,0,0,0
12174,IT-d1oxNt-s,FUJIFILM,X70,400,14,8,1/1100,1,0,0,1,2,2,0,0
12175,nhlvWBVicTg,Canon,Canon PowerShot SX700 HS,125,4.5,4,1/1250,1,0,0,1,1,2,0,0
12176,Rh8vxWHc5DA,Canon,Canon EOS 5D Mark IV,100,70,4,1/100,1,0,0,1,1,1,0,1
12177,3LPGWASiSbM,Canon,Canon EOS 6D,6400,184,4,1/160,1,1,2,1,1,1,1,2
12178,GXqvtQh1N9A,SONY,ILCE-6300,100,30,7.1,1/125,1,0,0,1,2,1,0,0
12180,0YLDM5Tsrik,Apple,iPhone X,16,6,2.4,1/400,1,0,0,0,0,2,0,0
12183,W5I7UeZFq-w,Canon,Canon EOS 70D,100,55,2.8,1/125,1,0,0,0,0,1,0,1
12186,JMvpjLTfcSI,NIKON CORPORATION,NIKON D850,200,48,3.2,1/100,1,0,0,0,1,1,0,1
12188,38FgR7z7iKQ,SONY,ILCE-7M2,3200,35,2.8,13,1,1,2,0,0,0,0,0
12189,ThAsKvr9fwE,Canon,Canon EOS 5D Mark III,800,35,2,1/40,1,1,1,0,0,1,0,0
12190,uRwOKYQcS_c,NIKON CORPORATION,NIKON D750,800,90,4.8,1/500,1,1,1,1,1,2,1,2
12192,znL3MUoOOtg,Canon,Canon EOS REBEL T5,400,24,2.8,1/200,1,0,0,0,0,1,0,0
12194,niR8Nyc6iik,DJI,FC1102,100,4.5,2.6,1/1600,1,0,0,0,0,2,0,0
12195,pt0H0mB4AGE,Canon,Canon EOS 5DS,100,24,2.8,23,1,0,0,0,0,0,0,0
12201,UC5phxqDdy8,NIKON CORPORATION,NIKON D5100,640,55,10,1/400,1,1,1,1,2,2,0,1
12206,pg6uyl1yqOg,Canon,Canon EOS 5D,100,28,16,30,1,0,0,1,2,0,0,0
12209,qUcKnH9ICxc,Canon,Canon EOS 1300D,125,210,5.6,1/320,1,0,0,1,1,2,1,2
12211,GedDz5ZCY3o,FUJIFILM,X-T10,200,27,11,1/200,1,0,0,1,2,1,0,0
12214,_58DIXD9PJ4,Canon,Canon EOS 6D,400,400,8,1/400,1,0,0,1,2,2,1,2
12215,WVwRT_NX5Jo,Canon,Canon EOS REBEL T4i,200,163,5.6,1/250,1,0,0,1,1,1,1,2
12216,n7NxekPquAE,Canon,Canon EOS 60D,800,18,3.5,1/1600,1,1,1,0,1,2,0,0
12218,q9O1lqBPp3U,NIKON CORPORATION,NIKON Df,1250,55,5.6,1/1250,1,1,1,1,1,2,0,1
12219,-93ArahrTKc,DJI,FC220,100,4.7,2.2,0.6,1,0,0,0,0,0,0,0
12220,vMh3XA0sMkc,NIKON CORPORATION,NIKON D7500,2000,22,6.3,1/50,1,1,2,1,2,1,0,0
12221,3yuUDrsTUz8,GoPro,HERO6 Black,99,3,2.8,1/500,1,0,0,0,0,2,0,0
12222,Ea9mpGch9Wc,Canon,Canon EOS 70D,100,50,5,1/320,1,0,0,1,1,2,0,1
12224,RYFgAH3L30U,Canon,Canon EOS 5D Mark IV,400,25,7.1,1/1000,1,0,0,1,2,2,0,0
12225,wJADNChYu-g,Canon,Canon EOS 6D Mark II,800,100,4.5,1/1600,1,1,1,1,1,2,1,2
12228,AHj57XK2vZ0,FUJIFILM,X-T3,320,35,1.4,1/220,1,0,0,0,0,1,0,0
12229,6xXt9LYQAdw,SONY,ILCE-7RM2,500,20,18,1/250,1,1,1,1,2,1,0,0
12233,PznV0NTlErY,FUJIFILM,X-T2,800,16,2,10,1,1,1,0,0,0,0,0
12239,lXFAF-8wnNs,NIKON CORPORATION,NIKON D750,200,90,5.6,1/50,1,0,0,1,1,1,1,2
12240,hjODrLxv55E,NIKON CORPORATION,NIKON D7000,100,24,6.3,1/80,1,0,0,1,2,1,0,0
12241,bboaGO5h5jI,NIKON CORPORATION,NIKON D600,4000,28,3.5,30,1,1,2,0,1,0,0,0
12244,atSUvc1hMwk,DJI,FC220,100,4.7,2.2,1/4000,1,0,0,0,0,2,0,0
12246,_SMGQ74kB3c,FUJIFILM,X-T1,400,35,5.6,1/320,1,0,0,1,1,2,0,0
12247,EAM783R0Xlc,DJI,FC220,100,4.7,2.2,1,1,0,0,0,0,0,0,0
12249,d1nsI5luUFU,XIAOYI,YIAC 3,130,2.7,2.8,1/950,1,0,0,0,0,2,0,0
12252,INlDrPFQIQc,Canon,Canon EOS 7D,500,195,3.5,1/640,1,1,1,0,1,2,1,2
12254,tWqr6uv1KBs,FUJIFILM,X-T20,100,18,2.8,1/640,1,0,0,0,0,2,0,0
12255,Pa7qbWfoh6E,Canon,Canon EOS 5D Mark II,100,260,7.1,1/400,1,0,0,1,2,2,1,2
12256,ADi4sARKzlM,Canon,Canon EOS 7D Mark II,2000,338,9,1/1600,1,1,2,1,2,2,1,2
12257,cUUJQcwrvaM,Canon,Canon EOS 5D Mark IV,400,24,3.2,1/320,1,0,0,0,1,2,0,0
12260,bHA1flrt7-I,DJI,FC300S,100,3.6,2.8,1/200,1,0,0,0,0,1,0,0
12261,WQdcQltFuI8,SONY,ILCE-6500,100,25,8,1/320,1,0,0,1,2,2,0,0
12263,4Hgsmp7sv6U,DJI,FC220,100,4.7,2.2,1/240,1,0,0,0,0,1,0,0
12265,UOgUmt3ODTg,NIKON CORPORATION,NIKON D7100,1600,250,9,1/1600,1,1,1,1,2,2,1,2
12267,ZKbve9f7Mp4,Canon,Canon EOS Rebel T6i,100,100,2.8,1/4000,1,0,0,0,0,2,1,2
12270,b1Hy7vsdAEg,Canon,Canon EOS 6D,10000,70,4,1/80,1,1,2,1,1,1,0,1
12271,1WnJiWvCBWY,NIKON CORPORATION,NIKON D200,100,100,25,0.5,1,0,0,1,2,0,1,2
12276,csRCk7vJhmM,Canon,Canon EOS Rebel T6,100,250,6.3,1/4000,1,0,0,1,2,2,1,2
12279,hucFcUCN_2o,NIKON CORPORATION,NIKON D4,100,135,3.5,1/3200,1,0,0,0,1,2,1,2
12285,oJ51oJxb4oY,Canon,Canon EOS 6D Mark II,125,50,2.8,1/80,1,0,0,0,0,1,0,1
12287,Z3eoqf-y9eY,DJI,FC220,100,4.7,2.2,1/2825,1,0,0,0,0,2,0,0
12288,5Q2x0zysjSw,NIKON CORPORATION,NIKON D750,500,105,2.8,1/125,1,1,1,0,0,1,1,2
12289,2wY8WGUTUHk,Canon,Canon EOS 7D Mark II,1000,200,10,1/320,1,1,1,1,2,2,1,2
12293,nLdRVPSlcXA,DJI,FC2103,100,4.5,2.8,1/200,1,0,0,0,0,1,0,0
12294,MrcPaQBxCso,Canon,Canon PowerShot SX510 HS,80,39,5.6,1/160,1,0,0,1,1,1,0,1
12295,QLDsnAtuyQU,Canon,Canon EOS 7D,200,50,1.4,1/640,1,0,0,0,0,2,0,1
12296,alzTQTQraEs,Canon,Canon EOS 5DS R,100,185,8,1/800,1,0,0,1,2,2,1,2
12300,vbdPsmggExA,NIKON CORPORATION,NIKON D7200,100,35,1.8,1/1000,1,0,0,0,0,2,0,0
12305,Aj1KGUh-Ajg,Canon,Canon EOS 70D,100,29,5,1/500,1,0,0,1,1,2,0,0
12310,mTmFazAnra0,Canon,Canon EOS 5DS R,320,24,4,1/640,1,0,0,1,1,2,0,0
12311,SX9rcJjJrBo,FUJIFILM,X-T1,200,60,6.4,1/2500,1,0,0,1,2,2,0,1
12312,Svu5GV_e_ow,Canon,Canon EOS 5D Mark IV,200,35,3.2,1/400,1,0,0,0,1,2,0,0
12314,_aXnfxSW_e0,Canon,Canon EOS 7D,125,16,9,1/250,1,0,0,1,2,1,0,0
12318,Fz98aWGScfA,Canon,Canon EOS 700D,640,50,14,1/60,1,1,1,1,2,1,0,1
12319,erhCc_KIBPc,Canon,Canon EOS R,125,50,2.8,1/125,1,0,0,0,0,1,0,1
12320,b2JrArs5QW0,SONY,ILCE-7M3,500,70,4,1/400,1,1,1,1,1,2,0,1
12321,x0_WocZ0Cjw,DJI,FC220,155,4.7,2.2,1/25,1,0,0,0,0,1,0,0
12322,1ufh4CgvFls,NIKON CORPORATION,NIKON D810,160,50,2.5,1/320,1,0,0,0,0,2,0,1
12323,Sv7c91hu9cQ,FUJIFILM,X-T1,400,23,1.4,1/4000,1,0,0,0,0,2,0,0
12324,nxZZijfqUz4,SONY,ILCE-7M2,100,200,4,1/320,1,0,0,1,1,2,1,2
12328,lO8u9nHrRj4,Canon,Canon EOS 5D Mark IV,3200,35,9,1/1000,1,1,2,1,2,2,0,0
12329,XTTYFZaN3U4,DJI,FC220,100,4.7,2.2,1/400,1,0,0,0,0,2,0,0
12330,--e3kJUMSZw,DJI,FC2204,200,4.4,2.8,1/120,1,0,0,0,0,1,0,0
12332,tmiN6tdlw0U,Canon,Canon EOS 6D Mark II,200,200,2.8,1/500,1,0,0,0,0,2,1,2
12335,H5gNMv1vT4A,NIKON CORPORATION,NIKON D850,100,35,1.8,1/250,1,0,0,0,0,1,0,0
12336,BglVxFPYMYc,Canon,Canon EOS REBEL T3i,400,50,1.8,1/320,1,0,0,0,0,2,0,1
12338,__or0r9kLQw,FUJIFILM,X-T2,320,56,1.8,1/60,1,0,0,0,0,1,0,1
12339,6t2iIAobYEc,SONY,ILCE-7,640,37,5,1/40,1,1,1,1,1,1,0,1
12341,DEhVUno3PrY,SONY,ILCE-6300,100,55,11,1/640,1,0,0,1,2,2,0,1
12343,Miv_3DJvmKw,FUJIFILM,X-E2,1000,35,2,1/4000,1,1,1,0,0,2,0,0
12344,KBxUQ9vU1-4,Canon,Canon EOS 5D Mark III,200,135,3.2,90,1,0,0,0,1,0,1,2
12345,WXbb62kB7pE,NIKON CORPORATION,NIKON D5200,360,50,1.8,1/500,1,0,0,0,0,2,0,1
12346,rTPGWHYzyjM,NIKON CORPORATION,NIKON D750,1600,90,6.7,1/125,1,1,1,1,2,1,1,2
12349,SNza0Rua4j8,SONY,ILCE-7,800,75,3.5,1/800,1,1,1,0,1,2,0,1
12350,iTP99MVC9h8,NIKON CORPORATION,NIKON D5600,8000,18,3.5,10,1,1,2,0,1,0,0,0
12352,2WHCbvt1msg,Canon,Canon EOS 6D Mark II,100,50,2.8,1/320,1,0,0,0,0,2,0,1
12353,AvTmlJmNs_M,Canon,Canon EOS 6D,250,200,4.5,1/320,1,0,0,1,1,2,1,2
12354,Q6m2gEw4RdQ,Canon,Canon EOS REBEL T3i,400,50,1.8,1/60,1,0,0,0,0,1,0,1
12356,jR3YdXK2Jzg,SONY,ILCE-7M3,100,50,1.8,1/2500,1,0,0,0,0,2,0,1
12360,oXw-WCFqeO0,Canon,Canon EOS 5D,250,24,9,1/25,1,0,0,1,2,1,0,0
12362,CWct2mb7Qbw,Canon,Canon EOS 70D,2000,21,3.5,33.5,1,1,2,0,1,0,0,0
12364,y_N4OVSUNFQ,Canon,Canon EOS 700D,100,105,3.2,1/200,1,0,0,0,1,1,1,2
12368,M2m9JJKt-1I,SONY,ILCE-6000,100,47,4,1/500,1,0,0,1,1,2,0,1
12371,7ZEwvin8ZQM,Canon,Canon EOS 7D,640,100,5.6,1/100,1,1,1,1,1,1,1,2
12372,m_x26CPIjic,FUJIFILM,X100F,500,23,2.8,1/2000,1,1,1,0,0,2,0,0
12373,sbovFdDUk3s,Panasonic,DMC-FZ1000,1600,21.4,3.7,1/200,1,1,1,1,1,1,0,0
12375,sekYpSdRxK4,Canon,Canon EOS 7D Mark II,1250,840,5.6,1/800,1,1,1,1,1,2,1,2
12379,42OBN2nUku8,Canon,Canon EOS-1D Mark IV,400,100,3.5,1/125,1,0,0,0,1,1,1,2
12381,AqcD0Q1JLpE,Canon,Canon EOS 700D,100,10,4.5,1/100,1,0,0,1,1,1,0,0
12382,v9tWIMcSBRo,Canon,Canon EOS 5D Mark IV,200,85,1.6,1/250,1,0,0,0,0,1,0,1
12385,rNEKUh8ds8Y,DJI,FC2103,100,4.5,2.8,1/60,1,0,0,0,0,1,0,0
12387,2G5a0GqdQxA,NIKON CORPORATION,NIKON D5300,320,36,4.8,1/80,1,0,0,1,1,1,0,1
12389,JjCZ0bFr3B4,Canon,Canon EOS 2000D,640,50,3.5,1/60,1,1,1,0,1,1,0,1
12390,G7BEQenXCmk,Canon,Canon EOS 6D,250,50,1.8,1/640,1,0,0,0,0,2,0,1
12391,hM8onRQkkpo,DJI,FC2103,100,4.5,2.8,1/70,1,0,0,0,0,1,0,0
12392,8T4Iioq6d6c,DJI,FC2103,100,4.5,2.8,1/80,1,0,0,0,0,1,0,0
12393,tIvWsbppj5k,Canon,Canon EOS 60D,100,50,1.4,1/1250,1,0,0,0,0,2,0,1
12394,sK1sIZH-eKw,Canon,Canon EOS 1200D,200,250,5.6,1/500,1,0,0,1,1,2,1,2
12396,H2mvRfuLvfM,Canon,Canon EOS 80D,100,600,11,1/80,1,0,0,1,2,1,1,2
12397,-vGlVFOmy5c,FUJIFILM,X-T2,250,16,8,1/500,1,0,0,1,2,2,0,0
12400,EB3p88GaSFw,DJI,FC2204,120,7.5,3.6,1/30,1,0,0,1,1,1,0,0
12401,kNeWMuetKrY,SONY,ILCE-7M3,800,127,10,1/1250,1,1,1,1,2,2,1,2
12403,7CdpvjoIwf8,HUAWEI,BLN-L21,50,3.8,2.2,1/541,1,0,0,0,0,2,0,0
12406,gBghxKhWmX0,SONY,ILCE-6000,800,210,6.3,1/400,1,1,1,1,2,2,1,2
12407,V2rz4JlfAzI,Canon,Canon EOS 40D,400,85,5.6,1/400,1,0,0,1,1,2,0,1
12409,bWf18mAURWA,Canon,Canon EOS 5D Mark IV,200,24,2,1/320,1,0,0,0,0,2,0,0
12410,c6pK63qYH8k,NIKON CORPORATION,NIKON D90,100,85,16,1/125,1,0,0,1,2,1,0,1
12415,R_sDZDJ5I18,NIKON CORPORATION,NIKON D850,125,200,2.8,1/800,1,0,0,0,0,2,1,2
12416,F8mUf0hjf74,Canon,Canon EOS 60D,125,60,2.8,1/80,1,0,0,0,0,1,0,1
12417,Gm6hbdL12zU,Canon,Canon EOS 600D,1600,18,3.5,1/8,1,1,1,0,1,1,0,0
12418,nALTSmBN458,FUJIFILM,X-T10,200,16,5,1/140,1,0,0,1,1,1,0,0
12419,fk4tiMlDFF0,Canon,Canon EOS 6D,2000,50,1.8,1/100,1,1,2,0,0,1,0,1
12421,uFBPaKyfUO4,FUJIFILM,X-T3,640,35,1.8,1/52,1,1,1,0,0,1,0,0
12423,KOZ9SG-MDyc,FUJIFILM,X-M1,100,50,5.6,1/1000,1,0,0,1,1,2,0,1
12425,G0pjtAvqzN4,Canon,Canon EOS 6D,100,100,2.8,1/100,1,0,0,0,0,1,1,2
12426,Wtc9YH-g8Ag,SONY,ILCE-7RM3,200,560,8,1/500,1,0,0,1,2,2,1,2
12427,ivxGpfVnzcc,NIKON CORPORATION,NIKON D750,200,300,5.6,1/400,1,0,0,1,1,2,1,2
12428,w9waBpBegmY,NIKON CORPORATION,NIKON D850,100,36,3.2,1/80,1,0,0,0,1,1,0,1
12429,AVUX8QXnj4Y,Canon,Canon EOS 5D Mark II,100,110,6.3,1/320,1,0,0,1,2,2,1,2
12433,vNRdmHotLd4,DJI,FC2204,100,4.4,2.8,1/240,1,0,0,0,0,1,0,0
12434,SU9ew9mJoSU,Canon,Canon EOS 6D,3200,50,1.4,1/40,1,1,2,0,0,1,0,1
12435,4WjAIYbruvU,Canon,Canon EOS 760D,3200,18,1.8,1/13,1,1,2,0,0,1,0,0
12439,0xYkkvLu9So,Canon,Canon EOS M100,200,28,4.5,1/60,1,0,0,1,1,1,0,0
12440,bn5OJIAMse0,NIKON CORPORATION,NIKON D5300,400,50,2,1/80,1,0,0,0,0,1,0,1
12443,PGHIP0o15Hk,Canon,Canon EOS Rebel T6,200,55,4.5,1/250,1,0,0,1,1,1,0,1
12444,_irVG9vKEss,FUJIFILM,X-T20,200,35,8,1/30,1,0,0,1,2,1,0,0
12447,dua2Zf0UKZo,SONY,DSC-RX100M3,125,12.8,3.2,1/250,1,0,0,0,1,1,0,0
12448,T1uFIQI3_04,Canon,Canon EOS 600D,3200,190,5,1/200,1,1,2,1,1,1,1,2
12451,lPX_0IDFeVs,FUJIFILM,X-T3,2500,35,1.4,1/52,1,1,2,0,0,1,0,0
12452,LY4gv8WaPu8,Canon,Canon EOS 60D,320,32,16,1/80,1,0,0,1,2,1,0,0
12455,LB6SpfW96O8,DJI,FC6310,100,8.8,2.8,1/100,1,0,0,0,0,1,0,0
12456,QUQMseC3QRU,DJI,FC220,100,4.7,2.2,1/50,1,0,0,0,0,1,0,0
12457,ZJ-CdtR81f0,Canon,Canon EOS 5D Mark III,250,70,2.8,1/125,1,0,0,0,0,1,0,1
12458,gk9rpqetbtk,SONY,ILCE-6000,2000,210,6.3,1/400,1,1,2,1,2,2,1,2
12459,KkULG2Bc0S0,OLYMPUS IMAGING CORP.,E-M5,200,100,2,1/160,1,0,0,0,0,1,1,2
12460,2EmLMaTshko,NIKON CORPORATION,NIKON D5200,100,50,1.4,1/800,1,0,0,0,0,2,0,1
12462,tc0FfoFlQJQ,NIKON CORPORATION,NIKON D300S,200,200,10,1/640,1,0,0,1,2,2,1,2
12465,QySH518zTTk,SONY,ILCE-6000,800,55,22,1/640,1,1,1,1,2,2,0,1
12466,LoDa3AITH3U,NIKON CORPORATION,NIKON D500,400,30,1.8,1/800,1,0,0,0,0,2,0,0
12468,QP7OpOi5GEQ,Canon,Canon EOS 6D,200,60,4,1/100,1,0,0,1,1,1,0,1
12469,a8JR4dP_CcY,Panasonic,DC-GH5,1000,15,1.2,1/400,1,1,1,0,0,2,0,0
12471,8k1AY9MwSKk,DJI,FC6310,100,8.8,4.5,1/160,1,0,0,1,1,1,0,0
12472,lJQ53PlqUeA,FUJIFILM,X-T1,200,55,5.6,1/180,1,0,0,1,1,1,0,1
12475,Nw3N66qyd2o,Canon,Canon EOS 6D,10000,75,14,1/320,1,1,2,1,2,2,0,1
12476,AdTuFx8bgzA,FUJIFILM,X-T20,500,35,2,1/30,1,1,1,0,0,1,0,0
12478,tNn5S_vbx_Y,SONY,SLT-A55V,400,100,4.5,1/250,1,0,0,1,1,1,1,2
12483,CjxbUA36nXA,Canon,Canon EOS REBEL T5,3200,18,5.6,1/200,1,1,2,1,1,1,0,0
12484,cQvo-8yW-zI,NIKON CORPORATION,NIKON D5300,100,35,8,5,1,0,0,1,2,0,0,0
12490,BGUR1sQmO5c,SONY,ILCE-7RM2,800,25,4,1/100,1,1,1,1,1,1,0,0
12491,4M1wucdlANA,Canon,Canon EOS 6D,1000,24,4,1/40,1,1,1,1,1,1,0,0
12492,LDlC-35X2uU,Canon,Canon EOS 6D,320,50,1.8,1/400,1,0,0,0,0,2,0,1
12494,Yd9wuqsByck,SONY,ILCE-7RM2,100,61,4.5,1/400,1,0,0,1,1,2,0,1
12496,PGrCqeohyOs,NIKON CORPORATION,NIKON D500,320,30,1.4,1/5000,1,0,0,0,0,2,0,0
12497,eAeADptbds4,Canon,Canon EOS 200D,100,50,2.5,1/1000,1,0,0,0,0,2,0,1
12498,XCu0zx3Ok7M,SONY,ILCE-7RM3,64,16,13,115,1,0,0,1,2,0,0,0
12501,uWJo5rEhvo4,Sony,Alpha a7R,200,73,4,1/250,1,0,0,1,1,1,0,1
12502,nGc9GJPoN5A,SONY,ILCE-7M3,100,85,10,1/320,1,0,0,1,2,2,0,1
12507,NJT371mwI9U,SONY,ILCE-7M3,200,166,4,1/500,1,0,0,1,1,2,1,2
12509,3Aa3VMvyss8,Sony,ILCE-6300,160,135,2,1/200,1,0,0,0,0,1,1,2
12510,h2PgB8xb8AI,NIKON CORPORATION,NIKON D750,6400,105,4,1/200,1,1,2,1,1,1,1,2
12512,sI1bYNGYDaA,Nikon,D800,1600,14,1.8,4,1,1,1,0,0,0,0,0
12518,M0_yupMxTzg,Canon,Canon EOS Rebel T6,200,55,5.6,1/60,1,0,0,1,1,1,0,1
12519,ach79NNrGns,DJI,FC220,100,4.7,2.2,1/400,1,0,0,0,0,2,0,0
12521,p6Cavyt_-WA,Canon,Canon EOS 6D,320,50,1.8,1/320,1,0,0,0,0,2,0,1
12522,9ESM9GC9fUM,NIKON CORPORATION,NIKON D850,50,24,4,1/125,1,0,0,1,1,1,0,0
12523,aFVlCrGEDfE,Canon,Canon EOS 77D,200,24,20,600,1,0,0,1,2,0,0,0
12525,qQFqhzp4B3w,Canon,Canon EOS 5D,200,17,8,1/40,1,0,0,1,2,1,0,0
12526,h2Uf8Kd6MN0,DJI,FC6310S,100,8.8,4.5,1/200,1,0,0,1,1,1,0,0
12530,QEpwMhgEs90,Canon,Canon EOS 7D Mark II,400,18,22,1/30,1,0,0,1,2,1,0,0
12531,eA1kezBkJw0,Canon,Canon EOS 5D Mark III,500,50,1.8,1/160,1,1,1,0,0,1,0,1
12534,otyp_qz4XTw,Canon,Canon EOS 600D,100,24,2.8,1/640,1,0,0,0,0,2,0,0
12535,I9NDUXx1cXw,Canon,Canon EOS 6D,320,50,1.8,1/320,1,0,0,0,0,2,0,1
12537,L-QUhyxKeFM,Canon,Canon EOS 7D,500,72,5.6,1/80,1,1,1,1,1,1,0,1
12538,ymq9r-aUBds,NIKON CORPORATION,,4000,700,5.6,1/8000,1,1,2,1,1,2,1,2
12540,_oQdOTHPrsM,SONY,ILCE-7RM3,400,70,2.8,1/200,1,0,0,0,0,1,0,1
12546,qaBh11PzGOk,Canon,Canon EOS 5D Mark IV,2500,24,5.6,1/1000,1,1,2,1,1,2,0,0
12549,q0Uvcp2SkYw,Nikon,D7200,800,50,4,1/80,1,1,1,1,1,1,0,1
12550,4SOEj44KvHA,Canon,Canon EOS 7D Mark II,100,340,5.6,1/500,1,0,0,1,1,2,1,2
12554,KLyrk4NgYbs,Canon,Canon EOS 5D Mark IV,1250,400,5.6,1/400,1,1,1,1,1,2,1,2
12557,-zXB4y-Rs1g,Canon,Canon EOS 5D Mark IV,800,300,4,1/500,1,1,1,1,1,2,1,2
12559,V9bhKcwpUJ4,OLYMPUS CORPORATION,EM-10 Mark III ,500,105,5.1,1/1000,1,1,1,1,1,2,1,2
12560,FTBd1o0YiTk,FUJIFILM,X-Pro2,100,23,5.6,1/125,1,0,0,1,1,1,0,0
12561,0hDR599-5I0,SONY,ILCE-7RM3,100,75,4,1/320,1,0,0,1,1,2,0,1
12563,PdGBci-4jR8,NIKON,NIKON D750,125,300,9,1/1000,1,0,0,1,2,2,1,2
12565,AEt9D4Oteh0,NIKON CORPORATION,NIKON D3100,800,50,1.8,1/320,1,1,1,0,0,2,0,1
12568,V7-ZLKVzKRA,DJI,FC2204,100,4.4,2.8,1/800,1,0,0,0,0,2,0,0
12570,x2zvGE7abYs,FUJIFILM,X-T20,200,27,5.6,1/320,1,0,0,1,1,2,0,0
12572,Tz3A1ByTkq0,NIKON CORPORATION,NIKON D800,100,200,5,1/800,1,0,0,1,1,2,1,2
12578,I5o79zxl-U0,Hasselblad,L1D-20c,100,10.3,4,1/320,1,0,0,1,1,2,0,0
12579,VDJ9BH4K1x4,FUJIFILM,X-T3,80,140,8,1/250,1,0,0,1,2,1,1,2
12580,fzdVhDxAQsU,Canon,Canon EOS 5D Mark IV,3200,200,5,1/1250,1,1,2,1,1,2,1,2
12585,Xh_yj0ZYKyA,Canon,Canon EOS 5D Mark IV,125,24,10,1/250,1,0,0,1,2,1,0,0
12586,geD_F8tnL94,Canon,Canon EOS 5D Mark IV,800,150,2.8,1/400,1,1,1,0,0,2,1,2
12587,KcRB0K_K6qg,Canon,Canon EOS 6D,100,263,6.7,1/1500,1,0,0,1,2,2,1,2
12589,ADqQOnZv4cA,SONY,ILCE-7,50,28,2.8,1/160,1,0,0,0,0,1,0,0
12590,9qxaQSub3C8,Canon,Canon EOS-1D X Mark II,1250,145,13,1/1600,1,1,1,1,2,2,1,2
12591,KiMBm228zuM,Samsung,Galaxy S9+,50,4.3,2.4,1/965,1,0,0,0,0,2,0,0
12592,MQdPsd1aLk4,SONY,ILCE-6300,100,83,4,1/400,1,0,0,1,1,2,0,1
12594,Rh48I0U-6ic,NIKON CORPORATION,NIKON D7200,1000,200,5.6,1,1,1,1,1,1,0,1,2
12596,g62VRbWsfu4,"RICOH IMAGING COMPANY, LTD.",PENTAX 645Z,200,55,2.8,1/400,1,0,0,0,0,2,0,1
12600,CnM0MvUYsw4,Canon,Canon EOS 6D,100,105,5.6,1/250,1,0,0,1,1,1,1,2
12601,JrKEOHhq54g,Canon,Canon EOS 6D,100,35,2,1/4000,1,0,0,0,0,2,0,0
12603,Af9cNES03LU,Canon,Canon EOS-1D X Mark II,2000,145,7.1,1/1250,1,1,2,1,2,2,1,2
12604,rwA1XLEazZk,Canon,Canon EOS 5D Mark III,100,70,9,20,1,0,0,1,2,0,0,1
12605,zBG29d6Z98I,Canon,Canon EOS 80D,250,105,4,1/160,1,0,0,1,1,1,1,2
12606,n1mVt4pyFow,SONY,ILCE-7M3,200,55,5.6,1/640,1,0,0,1,1,2,0,1
12607,vo5Wy7jArRw,NIKON CORPORATION,,100,18,3.5,1/1600,1,0,0,0,1,2,0,0
12610,kBTdyH4VqVA,Canon,Canon EOS 700D,200,55,5.6,1/80,1,0,0,1,1,1,0,1
12611,c3wsMnxQZDw,Canon,Canon PowerShot G5 X,400,36.8,10,1/2000,1,0,0,1,2,2,0,1
12614,2xEPqU-8q34,SONY,ILCE-7M3,8000,24,9,1/800,1,1,2,1,2,2,0,0
12619,aMsVld55NhQ,Canon,Canon EOS 6D,1250,70,4,1/500,1,1,1,1,1,2,0,1
12622,K4YhOR-LYOs,SONY,ILCE-7M3,100,28,3.5,1/500,1,0,0,0,1,2,0,0
12625,6g_XF6iRi4I,Canon,Canon EOS 800D,200,18,4,307,1,0,0,1,1,0,0,0
12626,okb9GB_O6w0,Canon,Canon EOS 7D,1600,200,2.8,1/800,1,1,1,0,0,2,1,2
12629,9dLZr58V9CU,Canon,Canon EOS 5D Mark II,500,24,2.8,1/160,1,1,1,0,0,1,0,0
12630,4rgJYUbFYwk,SONY,ILCE-7M2,320,103,8,1/125,1,0,0,1,2,1,1,2
12632,xvYxGcwFvuE,SONY,ILCE-7M3,125,52,2.8,1/250,1,0,0,0,0,1,0,1
12633,WCqt8Pi2Q8s,Nikon,D3300,3200,12,4,1480.1,1,1,2,1,1,0,0,0
