,Unnamed: 0,photo_id,exif_camera_make,exif_camera_model,exif_iso,exif_focal_length,exif_aperture_value,exif_exposure_time,orientation,iso_noise_bin_label,iso_noise_label,DoF_bin,DoF,exposure_label,focal_label_bin,focal_label
13587,13587,NbIumdC8m8I,FUJIFILM,X-T20,800.0,34.0,5.0,1/35,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
13588,13588,NF7s8UiUtkE,SONY,SLT-A77V,200.0,100.0,4.5,1/320,1,0.0,0.0,1.0,1.0,2.0,1.0,2.0
13590,13590,YmRHtOxcV74,NIKON CORPORATION,NIKON D7500,100.0,50.0,3.2,1/500,0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
13591,13591,_qyPu6EJFf8,NIKON CORPORATION,NIKON D5100,100.0,24.0,2.8,1/400,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0
13592,13592,6YcOfQFpKm8,SONY,ILCE-7M3,400.0,24.0,4.0,1/640,1,0.0,0.0,1.0,1.0,2.0,0.0,0.0
13593,13593,js6YBAqqAI4,Canon,Canon EOS 6D Mark II,125.0,85.0,3.2,1/320,1,0.0,0.0,0.0,1.0,2.0,0.0,1.0
13594,13594,59tcmWzKrZo,Hasselblad,L1D-20c,400.0,10.3,2.8,1/15,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
13596,13596,4ADrWAWYnT4,FUJIFILM,X-T20,500.0,35.0,2.0,1/250,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0
13597,13597,v9INAT0RK4M,Canon,Canon EOS 6D,250.0,75.0,7.1,1/1600,0,0.0,0.0,1.0,2.0,2.0,0.0,1.0
13598,13598,5kjh--moFWU,NIKON CORPORATION,NIKON D850,40.0,24.0,3.5,1/1600,1,0.0,0.0,0.0,1.0,2.0,0.0,0.0
13599,13599,p6iHXIfiWOk,SONY,ILCE-6500,100.0,30.0,2.8,1/1250,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
13600,13600,ysRxTgbCddM,NIKON CORPORATION,NIKON D850,64.0,20.0,1.4,1/2500,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0
13601,13601,qkVrnY0Q2Kg,Canon,Canon EOS 5D,100.0,50.0,1.8,1/6400,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
13602,13602,tPK3IgpX6ik,Canon,Canon EOS 6D,200.0,16.0,5.6,1/100,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0
13603,13603,0-xL6W2pJOU,Canon,Canon EOS 6D Mark II,100.0,50.0,1.4,1/1600,1,0.0,0.0,0.0,0.0,2.0,0.0,1.0
13604,13604,55TVKtxMzBw,Canon,Canon EOS 6D,100.0,85.0,5.6,1/160,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
13605,13605,nt-Ysr9hoeU,Canon,Canon EOS 250D,100.0,50.0,1.8,1/250,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
13606,13606,m10xFgSsvts,Canon,Canon EOS REBEL T3i,100.0,85.0,13.0,19,1,0.0,0.0,1.0,2.0,0.0,0.0,1.0
13607,13607,R3r2i-CuNx0,NIKON CORPORATION,NIKON D810,200.0,70.0,2.8,1/80,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0
13608,13608,XmIkDJB9jIM,Canon,Canon EOS 5D Mark IV,100.0,24.0,2.8,1/5000,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
13609,13609,QESicPqs_XE,Canon,Canon EOS 6D,100.0,105.0,7.1,1/320,0,0.0,0.0,1.0,2.0,2.0,1.0,2.0
13610,13610,SLqtELcKVeY,SONY,ILCE-7M3,320.0,50.0,1.8,1/1250,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
13611,13611,tu3tdsAmn4w,Canon,Canon EOS REBEL T3i,100.0,50.0,1.4,1/1000,1,0.0,0.0,0.0,0.0,2.0,0.0,1.0
13612,13612,QOT8cYpkVv4,SONY,ILCE-7RM2,2000.0,59.0,4.0,1/80,0,1.0,2.0,1.0,1.0,1.0,0.0,1.0
13613,13613,TlIR1X6_zSk,Canon,Canon EOS 5D Mark IV,250.0,125.0,2.8,1/1000,1,0.0,0.0,0.0,0.0,2.0,1.0,2.0
13614,13614,q9OAbYJkulc,Canon,Canon EOS 6D Mark II,1000.0,70.0,11.0,1/60,1,1.0,1.0,1.0,2.0,1.0,0.0,1.0
13615,13615,h23wfdvGPqg,Canon,Canon EOS 750D,400.0,105.0,4.0,1/1000,1,0.0,0.0,1.0,1.0,2.0,1.0,2.0
13616,13616,atuVFw9jkJo,Canon,Canon EOS 6D Mark II,50.0,26.0,11.0,30,0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
13617,13617,ZDXkfEuu1kY,SONY,ILCE-7M3,2000.0,16.0,4.5,1/60,0,1.0,2.0,1.0,1.0,1.0,0.0,0.0
13618,13618,ttWdHcG7D20,Hasselblad,L1D-20c,400.0,10.3,6.3,1/200,1,0.0,0.0,1.0,2.0,1.0,0.0,0.0
13619,13619,YyG0kzmZQtA,Canon,Canon EOS M6,250.0,200.0,6.3,1/1250,0,0.0,0.0,1.0,2.0,2.0,1.0,2.0
13620,13620,P1mrEb4-CoY,Canon,Canon EOS 5D Mark III,1600.0,50.0,1.8,1/1000,1,1.0,1.0,0.0,0.0,2.0,0.0,1.0
13621,13621,Qc-i6GZc6_4,SONY,ILCE-7RM3,100.0,300.0,8.0,1/800,1,0.0,0.0,1.0,2.0,2.0,1.0,2.0
13622,13622,kZdbMmu6zMw,NIKON CORPORATION,NIKON D750,280.0,58.0,1.4,1/90,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0
13623,13623,XQ1gpx6Z-8k,NIKON CORPORATION,NIKON D810,640.0,240.0,16.0,1/200,1,1.0,1.0,1.0,2.0,1.0,1.0,2.0
13624,13624,l4gN_FKut_I,Canon,Canon EOS 5D Mark III,100.0,35.0,2.0,1/400,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
13625,13625,wP_J77kpCow,Canon,Canon EOS 6D Mark II,500.0,35.0,3.2,1/80,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
13626,13626,g_PfW9JSYD0,SONY,ILCE-7RM2,200.0,85.0,7.1,1/800,0,0.0,0.0,1.0,2.0,2.0,0.0,1.0
13627,13627,MtyIABygxmw,SONY,ILCE-7RM2,250.0,85.0,2.0,1/125,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
13629,13629,PcQLR3oe3Vg,Sony,Alpha 7S,3200.0,560.0,7.0,30,1,1.0,2.0,1.0,2.0,0.0,1.0,2.0
13630,13630,5bpRlCWRD7s,Canon,Canon EOS 5D Mark IV,400.0,42.0,9.0,1/640,0,0.0,0.0,1.0,2.0,2.0,0.0,1.0
13631,13631,eWxtGpnaCtU,NIKON CORPORATION,NIKON D7000,100.0,50.0,2.0,1/400,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
13632,13632,6VBgzF3H64c,NIKON CORPORATION,NIKON D300,200.0,60.0,20.0,1/80,1,0.0,0.0,1.0,2.0,1.0,0.0,1.0
13633,13633,eA32JIBsSu8,"RICOH IMAGING COMPANY, LTD.",PENTAX K-3 II,100.0,77.0,2.8,1/350,1,0.0,0.0,0.0,0.0,2.0,0.0,1.0
13634,13634,60RIlM9JVLs,Canon,EOS 80D,800.0,121.0,11.0,1/1000,0,1.0,1.0,1.0,2.0,2.0,1.0,2.0
13635,13635,FgMCSCxxUqo,Canon,Canon EOS 6D,200.0,135.0,11.0,1/1600,0,0.0,0.0,1.0,2.0,2.0,1.0,2.0
13636,13636,cF6gNl0EE-E,FUJIFILM,X-T2,200.0,90.0,8.0,1/30,1,0.0,0.0,1.0,2.0,1.0,1.0,2.0
13637,13637,s-OKc6XF_7Q,NIKON CORPORATION,NIKON Z 7,110.0,85.0,3.2,1/100,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
13638,13638,ZMIMjpTktPI,Canon,Canon EOS 6D,800.0,35.0,1.4,8,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
13639,13639,pf1fMYwrEgg,FUJIFILM,X-T2,640.0,35.0,2.8,1/250,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0
13640,13640,oCxaclJklOI,Canon,Canon EOS 5D Mark III,200.0,50.0,2.0,1/125,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
13641,13641,mpKjZcWyDeQ,Canon,Canon EOS 6D,100.0,85.0,5.6,1/250,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
13643,13643,5adduhZzPso,Canon,Canon EOS 5D Mark IV,100.0,70.0,5.0,1/125,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
13645,13645,o--JRwA52rM,Canon,Canon EOS 5D Mark IV,200.0,24.0,2.8,1/400,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
13646,13646,c5-mCFlanbU,SONY,ILCE-7M2,50.0,81.0,9.0,1/400,0,0.0,0.0,1.0,2.0,2.0,0.0,1.0
13647,13647,GKiypbT1CWs,NIKON CORPORATION,NIKON Z 7,100.0,85.0,1.8,1/8000,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
13648,13648,LQMCYEY9xZo,FUJIFILM,X-A3,200.0,16.0,5.6,1/170,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0
13649,13649,TBM_ve-QvZc,SONY,ILCE-7RM2,320.0,85.0,2.0,1/2500,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
13651,13651,JLC6T31cWdU,Canon,Canon EOS 6D,100.0,45.0,2.2,1/400,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
13652,13652,klbUSrU4YjQ,Canon,Canon EOS 80D,500.0,100.0,13.0,1/250,0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
13653,13653,ioRVflj7HuI,NIKON CORPORATION,NIKON D700,200.0,50.0,2.5,1/1000,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
13654,13654,n2gM9DptBPE,NIKON CORPORATION,NIKON Z 6,400.0,150.0,2.8,1/100,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
13655,13655,Tz5DiEBWdGI,Sony,Alpha 7S,3200.0,560.0,7.0,30,1,1.0,2.0,1.0,2.0,0.0,1.0,2.0
13656,13656,IYvYz0j7zpA,Canon,EOS 80D,400.0,35.0,8.0,1/320,0,0.0,0.0,1.0,2.0,2.0,0.0,0.0
13658,13658,r2tY-AwYhwk,NIKON CORPORATION,NIKON D3000,200.0,28.0,4.5,1/80,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
13659,13659,iDxMDofW2sE,Canon,Canon EOS 6D,125.0,35.0,2.8,1/4000,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
13660,13660,CAYBzf-nQL4,Canon,Canon EOS 6D,100.0,35.0,8.0,1/640,0,0.0,0.0,1.0,2.0,2.0,0.0,0.0
13661,13661,tt71yT06U4Q,NIKON CORPORATION,NIKON D750,125.0,62.0,9.0,1/250,0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
13663,13663,474zbfqYDIA,SONY,ILCE-6500,100.0,25.0,8.0,1/320,1,0.0,0.0,1.0,2.0,2.0,0.0,0.0
13664,13664,eCfCIwtKdsg,Canon,Canon EOS 6D Mark II,200.0,28.0,4.0,1/80,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
13665,13665,HNRIraDAjUU,Canon,Canon EOS 5D Mark III,100.0,35.0,4.0,1/90,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0
13666,13666,UHJCt2tyCPI,Canon,Canon EOS R,200.0,70.0,2.8,1/1000,1,0.0,0.0,0.0,0.0,2.0,0.0,1.0
13669,13669,TUD1P7cHmYA,Canon,Canon EOS 6D Mark II,400.0,100.0,6.3,1/1250,0,0.0,0.0,1.0,2.0,2.0,1.0,2.0
13671,13671,EfwM_0_KKfA,OLYMPUS CORPORATION,E-M1MarkII,200.0,92.0,4.0,1/200,1,0.0,0.0,1.0,1.0,1.0,1.0,2.0
13672,13672,J3pLliEQu3Q,FUJIFILM,X100F,200.0,23.0,5.6,1/480,0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
13673,13673,ygnFxfXRlMk,NIKON CORPORATION,NIKON D500,125.0,16.0,2.8,1/250,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
13674,13674,A_HTot3y5XA,Canon,Canon EOS 6D,160.0,50.0,4.0,1/200,1,0.0,0.0,1.0,1.0,1.0,0.0,1.0
13675,13675,9pJFWW81Z8g,NIKON CORPORATION,NIKON D750,6400.0,105.0,8.0,1/200,1,1.0,2.0,1.0,2.0,1.0,1.0,2.0
13676,13676,HX73apcFYts,Canon,Canon EOS 6D,100.0,35.0,1.8,1/800,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
13677,13677,06wpjlYVwy4,NIKON CORPORATION,NIKON D7500,400.0,50.0,3.2,1/250,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
13678,13678,VkaihQSqVbI,Canon,Canon EOS 5DS,100.0,60.0,2.8,1/2500,1,0.0,0.0,0.0,0.0,2.0,0.0,1.0
13679,13679,7pPtznTrLIo,Canon,Canon EOS 600D,200.0,50.0,2.8,1/500,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
13680,13680,AV63YZlP9ao,Canon,Canon EOS 5D Mark III,100.0,35.0,2.2,1/50,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
13682,13682,RWXXlqiq89A,NIKON CORPORATION,NIKON D810,200.0,24.0,2.8,1/125,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
13683,13683,kzU7FAtQESg,Canon,Canon EOS 5D Mark IV,100.0,135.0,2.0,1/15,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
13684,13684,sVssMcyqIrc,Canon,Canon EOS 650D,160.0,66.0,5.6,1/100,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
13685,13685,ohdvmatHHvo,Canon,Canon EOS 5D Mark IV,100.0,35.0,1.6,1/5000,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
13687,13687,h5_9VPIUz9A,NIKON CORPORATION,NIKON D7000,100.0,50.0,2.2,1/2500,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
13688,13688,yBoMc-fJ20Q,NIKON CORPORATION,NIKON D610,100.0,18.0,9.0,1/30,0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
13689,13689,mFlGVX8mbGg,Canon,Canon EOS R,125.0,50.0,4.0,1/3200,0,0.0,0.0,1.0,1.0,2.0,0.0,1.0
13690,13690,H5llhoZSm9Y,Canon,Canon EOS 80D,200.0,50.0,1.2,1/2000,1,0.0,0.0,0.0,0.0,2.0,0.0,1.0
13692,13692,A9PKQpac6RU,DJI,FC220,100.0,4.7,2.2,1/125,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
13694,13694,qKmkjx87OBg,Canon,Canon EOS 5D Mark IV,100.0,17.0,16.0,1/125,0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
13695,13695,gUYYvPrnuHY,SONY,ILCE-9,125.0,400.0,7.1,1/1000,1,0.0,0.0,1.0,2.0,2.0,1.0,2.0
13696,13696,xRJpX26g_mM,Canon,Canon EOS 6D,100.0,50.0,1.4,1/640,1,0.0,0.0,0.0,0.0,2.0,0.0,1.0
13697,13697,O9mefkq5eP8,SONY,DSC-W800,100.0,12.0,13.8,1/320,1,0.0,0.0,1.0,2.0,2.0,0.0,0.0
13698,13698,QJ47qti2RoM,NIKON CORPORATION,NIKON D7500,160.0,28.0,2.8,1/200,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
13699,13699,bYFwkzeGJtc,SONY,ILCE-6000,100.0,56.0,2.2,1/500,1,0.0,0.0,0.0,0.0,2.0,0.0,1.0
13700,13700,APYJtFs4oJs,Canon,Canon EOS 5D Mark IV,100.0,35.0,2.0,1/2500,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
13702,13702,S4aAaJWMwRg,NIKON CORPORATION,NIKON D3200,800.0,50.0,2.2,1/250,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
13703,13703,DWK3aVEfYcY,SONY,ILCE-7RM2,160.0,85.0,2.2,1/5000,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
13705,13705,gbTPGIMICuo,NIKON CORPORATION,NIKON D3400,200.0,85.0,10.0,1/400,1,0.0,0.0,1.0,2.0,2.0,0.0,1.0
13707,13707,3lnnR1hu4yA,Canon,Canon EOS 7D,125.0,30.0,3.5,1/400,1,0.0,0.0,0.0,1.0,2.0,0.0,0.0
13708,13708,Ug75hfUlFzs,Canon,Canon EOS 6D,5000.0,100.0,2.0,1/400,0,1.0,2.0,0.0,0.0,2.0,1.0,2.0
13709,13709,dvr12rSvKWY,SONY,ILCE-6000,125.0,35.0,3.2,1/100,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13711,13711,LFAUrLzExaQ,DJI,FC2103,100.0,4.5,2.8,1/800,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
13713,13713,pYg7L4pPjq4,,,100.0,10.3,4.5,1/160,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
13715,13715,Q-dD1KpMcDQ,Canon,Canon EOS 6D,1600.0,73.0,4.0,1/60,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
13716,13716,R76Y75r1XJg,NIKON CORPORATION,NIKON D810,1000.0,35.0,1.4,1/400,0,1.0,1.0,0.0,0.0,2.0,0.0,0.0
13717,13717,r2Lplik6yi4,Panasonic,DC-GH5,400.0,50.0,2.8,1/1000,1,0.0,0.0,0.0,0.0,2.0,0.0,1.0
13718,13718,J6Nzo4LkB_8,Canon,Canon EOS 5D Mark III,100.0,35.0,2.5,1/50,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
13719,13719,FB-RZVCjTVQ,Canon,Canon EOS 6D Mark II,800.0,53.0,11.0,1/640,0,1.0,1.0,1.0,2.0,2.0,0.0,1.0
13720,13720,nOfMXvdfgqg,Canon,Canon EOS REBEL T2i,100.0,55.0,2.8,1/640,1,0.0,0.0,0.0,0.0,2.0,0.0,1.0
13721,13721,TqZtx16LJwA,DJI,FC2204,100.0,4.4,2.8,1/1000,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0
13722,13722,YHm2QsDty9k,Canon,Canon EOS 5D Mark IV,100.0,27.0,14.0,1/320,0,0.0,0.0,1.0,2.0,2.0,0.0,0.0
13723,13723,6HMdAij5lfs,Canon,Canon EOS 5D Mark III,800.0,35.0,3.2,1/1000,1,1.0,1.0,0.0,1.0,2.0,0.0,0.0
13724,13724,QFD5u8vYf1s,NIKON CORPORATION,NIKON D7000,800.0,18.0,3.5,1/125,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
13725,13725,9m1OFDFAuss,NIKON CORPORATION,NIKON D3400,2200.0,35.0,6.3,1/250,0,1.0,2.0,1.0,2.0,1.0,0.0,0.0
13727,13727,ZQ24OL-QpYg,NIKON CORPORATION,NIKON Z 6,2000.0,50.0,1.8,2,1,1.0,2.0,0.0,0.0,0.0,0.0,1.0
13728,13728,s_lgBev79G8,SONY,ILCE-7M3,100.0,85.0,6.3,1/160,0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
13729,13729,Fra4chZTgPE,Canon,Canon EOS 600D,100.0,50.0,1.8,1/640,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
13730,13730,YyDdPH_FXm0,Canon,Canon EOS 7D Mark II,1000.0,840.0,5.6,1/1000,1,1.0,1.0,1.0,1.0,2.0,1.0,2.0
13733,13733,CigdMe3Wn3k,Canon,Canon EOS 600D,100.0,50.0,2.2,1/1600,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
13734,13734,bjcZyDeaA8o,Canon,Canon EOS 6D,100.0,35.0,8.0,1/400,0,0.0,0.0,1.0,2.0,2.0,0.0,0.0
13735,13735,k-2Z5ovVHW0,SONY,ILCE-6000,250.0,18.0,10.0,1/320,0,0.0,0.0,1.0,2.0,2.0,0.0,0.0
13736,13736,LPeHNk-pJao,Canon,Canon EOS 77D,200.0,50.0,3.2,1/125,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
13737,13737,QvmGKgYGHT0,NIKON CORPORATION,NIKON D750,320.0,100.0,8.0,1/1600,1,0.0,0.0,1.0,2.0,2.0,1.0,2.0
13738,13738,p-DDK9lOmmE,Canon,Canon EOS 5D Mark IV,400.0,300.0,5.0,1/640,0,0.0,0.0,1.0,1.0,2.0,1.0,2.0
13739,13739,VqET4JUmq_c,SONY,ILCE-7RM2,1600.0,43.0,2.8,1/160,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
13740,13740,3Tr7IVLv--g,FUJIFILM,X-T2,1600.0,35.0,1.4,1/500,1,1.0,1.0,0.0,0.0,2.0,0.0,0.0
13741,13741,vfn8UUtopgw,Hasselblad,L1D-20c,100.0,10.3,3.2,1/60,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13742,13742,PExc_MRsikQ,SONY,ILCE-7M3,50.0,35.0,1.4,1/1600,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0
13743,13743,N7rBQcnvR1E,NIKON CORPORATION,NIKON D810,160.0,35.0,2.8,1/1000,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
13744,13744,Rhs-oNcbp7E,Hasselblad,L1D-20c,100.0,10.3,5.0,1/800,1,0.0,0.0,1.0,1.0,2.0,0.0,0.0
13745,13745,rGcCsUQK4KI,NIKON CORPORATION,NIKON D7500,180.0,125.0,8.0,1/500,0,0.0,0.0,1.0,2.0,2.0,1.0,2.0
13746,13746,NZlbve4F1xk,SONY,ILCE-7M2,2000.0,50.0,1.7,1/250,1,1.0,2.0,0.0,0.0,1.0,0.0,1.0
13747,13747,mIlZYhjUniU,Hasselblad,L1D-20c,100.0,10.3,4.5,1/160,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0
13748,13748,9jC_bFwaIQo,NIKON CORPORATION,NIKON D7500,100.0,50.0,2.8,1/400,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
13749,13749,tos-RoArLiE,Canon,Canon EOS M50,100.0,85.0,4.0,1/640,0,0.0,0.0,1.0,1.0,2.0,0.0,1.0
13750,13750,3-6mITmMyGI,Canon,Canon EOS 5D Mark II,640.0,50.0,3.2,1/125,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
13751,13751,8VfxzbEfEc0,FUJIFILM,X-T3,1000.0,226.6,5.0,1/340,0,1.0,1.0,1.0,1.0,2.0,1.0,2.0
13752,13752,Hodc7_oYS-k,NIKON CORPORATION,NIKON D800,250.0,15.0,5.0,1/800,0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
13754,13754,Wqt15MLirEQ,Canon,Canon EOS 5D Mark IV,1600.0,35.0,1.4,1/8000,0,1.0,1.0,0.0,0.0,2.0,0.0,0.0
13755,13755,5LM2Tdg7tsM,NIKON CORPORATION,NIKON D600,200.0,85.0,7.1,1/200,0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
13756,13756,dsa5FDWdDu8,NIKON CORPORATION,NIKON D3400,200.0,45.0,7.1,1/250,0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
13757,13757,WuDlbQbiMQo,NIKON CORPORATION,NIKON D610,200.0,105.0,3.5,1/160,1,0.0,0.0,0.0,1.0,1.0,1.0,2.0
13759,13759,-PoU67kbgng,SONY,ILCE-7RM2,1600.0,40.0,2.8,1/160,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
13763,13763,3RBthpNvTvU,NIKON CORPORATION,NIKON D750,800.0,70.0,4.5,1/500,0,1.0,1.0,1.0,1.0,2.0,0.0,1.0
13765,13765,7Ux2JGUQOY8,Canon,Canon EOS 6D,320.0,105.0,7.1,1/250,0,0.0,0.0,1.0,2.0,1.0,1.0,2.0
13766,13766,vl2uAIdBWJ8,Canon,Canon EOS 5D Mark IV,100.0,135.0,2.0,1/5,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
13768,13768,o9f20Mi7nSY,SONY,ILCE-7M2,640.0,14.0,3.2,1/1600,1,1.0,1.0,0.0,1.0,2.0,0.0,0.0
13769,13769,zSYTA13xZ0s,NIKON CORPORATION,NIKON D750,320.0,85.0,10.0,1/1600,1,0.0,0.0,1.0,2.0,2.0,0.0,1.0
13770,13770,S0Dj1M7k21Y,Canon,Canon EOS 6D,800.0,50.0,4.0,1/125,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
13771,13771,bDCfnZKt7oU,Canon,Canon EOS 5D Mark IV,100.0,300.0,4.0,1/125,1,0.0,0.0,1.0,1.0,1.0,1.0,2.0
13772,13772,y2i9pZl7vOQ,Canon,Canon EOS 6D,250.0,45.0,4.0,1/60,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
13774,13774,3pyUJBaihFo,NIKON CORPORATION,NIKON D810,500.0,50.0,5.0,1/250,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
13775,13775,fTyBR0bkDF8,NIKON CORPORATION,NIKON D800,1250.0,85.0,16.0,1/125,0,1.0,1.0,1.0,2.0,1.0,0.0,1.0
13776,13776,uMVyQ4styps,SONY,ILCA-77M2,100.0,50.0,4.5,1/250,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
13778,13778,UcjUX-6gS2Q,Canon,Canon EOS 5D Mark IV,250.0,48.0,2.8,1/800,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
13779,13779,Si69OZ_9tg0,Canon,Canon EOS R,100.0,35.0,1.4,1/2500,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
13780,13780,Bnm0Ntarz6o,SONY,ILCE-7M2,100.0,35.0,10.0,30,1,0.0,0.0,1.0,2.0,0.0,0.0,0.0
13781,13781,1n--m74tt74,Hasselblad,L1D-20c,100.0,10.3,4.5,1/120,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0
13782,13782,Gpn_HyzJ4SI,Canon,Canon EOS 750D,800.0,35.0,4.0,1/1000,0,1.0,1.0,1.0,1.0,2.0,0.0,0.0
13783,13783,w_w5iDGsx68,Canon,Canon EOS 5D Mark IV,125.0,53.0,2.8,1/250,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
13784,13784,OX4iI1cHoJ0,Canon,Canon EOS 6D Mark II,500.0,85.0,4.0,1/60,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
13785,13785,ofQ5XUPlOPM,NIKON CORPORATION,NIKON D810,800.0,50.0,3.2,1/250,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
13786,13786,YntylUcrf7Y,Canon,Canon EOS R,800.0,200.0,2.8,1/200,0,1.0,1.0,0.0,0.0,1.0,1.0,2.0
13787,13787,ZLFHNKQDWEE,NIKON CORPORATION,NIKON D80,200.0,17.0,4.0,1/60,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
13788,13788,2yvFooPiiCU,NIKON CORPORATION,NIKON Z 7,100.0,85.0,2.8,1/400,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
13789,13789,PRDYeguNNTU,SONY,ILCE-7M2,100.0,28.0,2.8,1/800,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
13790,13790,OxIOi3Q8zWg,Canon,Canon EOS 6D,500.0,50.0,20.0,20,0,1.0,1.0,1.0,2.0,0.0,0.0,1.0
13791,13791,chb2Q85RyOg,Canon,Canon EOS 5D Mark II,1250.0,24.0,9.0,1/250,1,1.0,1.0,1.0,2.0,1.0,0.0,0.0
13793,13793,Ydgxf7nF1lk,Canon,Canon EOS 6D,320.0,32.0,4.0,1/160,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
13794,13794,jXlIiCDwcTc,Canon,Canon EOS 5D Mark IV,400.0,11.0,7.1,1/400,1,0.0,0.0,1.0,2.0,2.0,0.0,0.0
