,Unnamed: 0,photo_id,exif_camera_make,exif_camera_model,exif_iso,exif_focal_length,exif_aperture_value,exif_exposure_time,orientation,iso_noise_bin_label,iso_noise_label,DoF_bin,DoF,exposure_label,focal_label_bin,focal_label
10472,10472,eUun_6955tI,Canon,Canon EOS 650D,400.0,55.0,5.6,1/40,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
10475,10475,ZdrW0eR3cQw,Apple,iPhone XS,25.0,4.2,1.8,1/3800,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
10477,10477,j9_1eJ_GjIk,"RICOH IMAGING COMPANY, LTD.",GR II,100.0,18.3,2.8,1/500,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
10478,10478,6biqtvPSCH4,Canon,Canon EOS 60D,100.0,55.0,5.6,1/1250,0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
10480,10480,qMG3yO8_RWg,Canon,Canon EOS Rebel T6,100.0,55.0,8.0,1/125,0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
10485,10485,w27a_eEMLjU,Canon,Canon EOS Rebel T6i,400.0,18.0,3.5,1/640,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
10489,10489,NEsS80iDVdw,Hasselblad,L1D-20c,100.0,10.3,7.1,1/800,0,0.0,0.0,1.0,2.0,2.0,0.0,0.0
10490,10490,ybJe9I_FDvg,Apple,iPhone 8 Plus,20.0,4.0,1.8,1/3000,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
10491,10491,GGZE3aGoGuQ,FUJIFILM,X-T2,200.0,23.0,2.8,1/250,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10492,10492,chLi1_pz0Yg,Canon,Canon EOS 6D,640.0,24.0,2.8,1/125,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
10493,10493,LfEUDfXa7Vk,"RICOH IMAGING COMPANY, LTD.",PENTAX 645Z,400.0,120.0,16.0,1/200,0,0.0,0.0,1.0,2.0,1.0,1.0,2.0
10494,10494,Br52Jz8Qxvs,NIKON CORPORATION,NIKON D3200,100.0,50.0,3.5,1/1000,0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
10495,10495,26g_whY68wM,Canon,Canon EOS 6D,200.0,32.0,6.3,1/400,0,0.0,0.0,1.0,2.0,2.0,0.0,0.0
10497,10497,ob1UAV5Cjq8,Canon,Canon EOS 5D Mark II,500.0,50.0,4.5,1/3200,0,1.0,1.0,0.0,1.0,2.0,0.0,1.0
10499,10499,sY3yB1rjDUA,SONY,ILCE-6300,400.0,50.0,5.6,1/160,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
10500,10500,CwjX0miEPGc,Canon,Canon EOS T7i,100.0,24.0,3.5,1/50,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
10503,10503,NO36Q_xHbrI,Canon,Canon EOS 6D Mark II,320.0,105.0,6.3,1/500,0,0.0,0.0,1.0,2.0,2.0,1.0,2.0
10504,10504,5c5of6JPvN8,NIKON CORPORATION,NIKON Z 6,2500.0,86.0,3.2,1/640,0,1.0,2.0,0.0,1.0,2.0,1.0,2.0
10506,10506,oi65oz2xNag,Canon,Canon EOS 5D Mark III,320.0,35.0,13.0,1/25,0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
10507,10507,jYkvecfWgx0,Canon,Canon EOS 5D Mark III,4000.0,16.0,2.8,13,0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
10508,10508,OouFKZynpAM,NIKON CORPORATION,NIKON D3000,200.0,44.0,4.5,1/1000,0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
10509,10509,KZTJ-YroKus,Hasselblad,L1D-20c,100.0,10.3,4.0,1/500,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
10511,10511,4Gi06ZMns30,Canon,Canon EOS 70D,100.0,120.0,5.6,1/200,0,0.0,0.0,0.0,1.0,1.0,1.0,2.0
10512,10512,1_5J6uHtees,"RICOH IMAGING COMPANY, LTD.",PENTAX 645Z,400.0,120.0,8.0,1/160,0,0.0,0.0,1.0,2.0,1.0,1.0,2.0
10515,10515,J3BmpH6ZrtA,Hasselblad,L1D-20c,100.0,10.3,4.0,1/500,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
10517,10517,gXWMYCD22KI,Canon,Canon EOS R,519.0,24.0,4.0,1/60,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
10518,10518,IjkhpDmd11E,FUJIFILM,X-T2,400.0,23.0,3.6,1/140,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
10523,10523,3qpcT-kWppk,Canon,Canon EOS 6D Mark II,100.0,27.0,4.0,1/1000,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
10526,10526,F7UKfCkvjY4,FUJIFILM,X-T1,320.0,500.0,11.0,1/15,0,0.0,0.0,1.0,2.0,1.0,1.0,2.0
10527,10527,aFlxulnwRV4,Canon,Canon EOS 700D,100.0,20.0,1.4,1/1250,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
10528,10528,N5duHOOSJgQ,Canon,Canon EOS 6D,400.0,50.0,4.0,1/160,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
10530,10530,r-Jfcg_mNEE,Canon,Canon EOS 80D,100.0,18.0,8.0,1/60,0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
10533,10533,OmfMncXSshw,google,Redmi Note 5,54.0,3.9,1.9,1/440,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
10534,10534,wzVRpgpRRSM,SONY,ILCE-6300,1000.0,50.0,1.8,1/125,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
10537,10537,zESCoTmVaaw,Canon,Canon EOS 5D Mark IV,200.0,50.0,1.8,1/250,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10538,10538,cBTfJpbnxQI,Canon,Canon EOS 200D,200.0,81.0,4.0,1/160,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
10542,10542,NwNRrs_fhl0,FUJIFILM,X-T20,640.0,50.0,2.0,1/500,0,1.0,1.0,0.0,0.0,2.0,0.0,1.0
10544,10544,ZOGamuDrPJw,Canon,Canon EOS 6D,100.0,35.0,1.4,1/320,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
10545,10545,B8He4PJkMLg,NIKON CORPORATION,NIKON D750,200.0,35.0,4.0,1/4000,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
10546,10546,iMFEQOxUc7o,Canon,Canon EOS 1100D,1250.0,55.0,5.6,1/2000,0,1.0,1.0,0.0,1.0,2.0,0.0,1.0
10551,10551,5-kO26OBmIU,Canon,Canon EOS 6D Mark II,400.0,35.0,2.2,1/640,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
10552,10552,vVUiqsLMQJA,Canon,Canon EOS 6D Mark II,1600.0,24.0,4.0,30.6,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
10555,10555,mNOaXIjJkok,Canon,Canon EOS 5D Mark IV,100.0,50.0,10.0,1/500,0,0.0,0.0,1.0,2.0,2.0,0.0,1.0
10556,10556,9aUjiT_5Pbk,SONY,ILCE-7RM2,100.0,50.0,8.0,1/400,0,0.0,0.0,1.0,2.0,2.0,0.0,1.0
10557,10557,TjQWRq9rHWs,SONY,ILCE-7RM2,100.0,50.0,1.4,1/250,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10558,10558,khZ2GzC3qFE,NIKON CORPORATION,NIKON D3100,800.0,32.0,10.0,1/2000,0,1.0,1.0,1.0,2.0,2.0,0.0,0.0
10559,10559,Y91y6TwPNME,NIKON CORPORATION,NIKON D3100,800.0,40.0,20.0,1/400,0,1.0,1.0,1.0,2.0,2.0,0.0,1.0
10560,10560,dqcAlGZb4KM,Canon,Canon EOS 6D,200.0,50.0,2.8,1/500,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
10562,10562,P9y0dGwnitw,SONY,ILCE-7M3,125.0,93.0,4.0,1/400,0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
10565,10565,Q0JEW3xWAgQ,NIKON CORPORATION,NIKON D3100,1600.0,80.0,16.0,1/400,0,1.0,1.0,1.0,2.0,2.0,0.0,1.0
10567,10567,hgK2atekdhY,Canon,Canon EOS 5D Mark IV,320.0,50.0,2.8,1/8000,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
10569,10569,PfPskaB0znk,NIKON CORPORATION,NIKON D750,640.0,105.0,2.8,1/125,0,1.0,1.0,0.0,0.0,1.0,1.0,2.0
10570,10570,oBisHPrVo84,Canon,Canon EOS 5D Mark IV,100.0,115.0,4.0,1/320,0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
10571,10571,mxcPiBmFWN0,NIKON CORPORATION,NIKON D7200,400.0,18.0,4.5,1/3200,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
10572,10572,JFpIo92Moac,Canon,Canon EOS 5DS,100.0,50.0,1.4,1/100,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10573,10573,ma21TsTIOps,Panasonic,DC-G9,320.0,28.0,2.8,1/100,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10575,10575,7I-1Ba5Psxs,SONY,ILCE-7M2,500.0,35.0,1.4,1/160,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
10577,10577,lSD4bdi7UIM,Canon,Canon EOS 6D,200.0,50.0,2.8,1/250,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10578,10578,eMT_TIrG90k,Canon,Canon EOS 6D,5000.0,50.0,2.8,1/40,0,1.0,2.0,0.0,0.0,1.0,0.0,1.0
10579,10579,iUfzLG0raRw,Canon,Canon EOS 1100D,100.0,50.0,4.5,1/100,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
10581,10581,dxZHS55WnlM,Canon,Canon EOS 5D Mark III,100.0,14.0,3.2,1/1250,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
10584,10584,bARkkET5tRg,Canon,Canon EOS 6D Mark II,1000.0,20.0,1.4,30,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
10585,10585,mnvUDU7D97E,Canon,Canon EOS 70D,100.0,30.0,9.5,1/500,0,0.0,0.0,1.0,2.0,2.0,0.0,0.0
10586,10586,xEY0dtFfon0,Canon,Canon EOS 200D,200.0,70.0,4.5,1/250,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
10588,10588,1YP1idcknWw,NIKON CORPORATION,NIKON D750,160.0,24.0,4.0,1/640,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
10589,10589,Z_1xzfLjfrk,Canon,Canon EOS 5D Mark IV,400.0,35.0,2.8,1/250,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10590,10590,vnhxDBRf3sA,DJI,FC220,100.0,4.7,2.2,1/160,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10591,10591,qK8P12FEEAQ,SONY,ILCE-7M3,500.0,75.0,2.8,1/250,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
10592,10592,QyNM4jOFiqg,Canon,Canon EOS 6D,1600.0,135.0,3.2,1/500,0,1.0,1.0,0.0,1.0,2.0,1.0,2.0
10593,10593,80Zvfib02-s,NIKON CORPORATION,NIKON D600,500.0,85.0,2.0,1/400,0,1.0,1.0,0.0,0.0,2.0,0.0,1.0
10594,10594,CiNqDvXXrj0,OLYMPUS CORPORATION,E-PL8,1600.0,45.0,4.1,1/40,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
10595,10595,ADASlhfEHxE,Canon,Canon EOS 5D Mark IV,250.0,85.0,2.5,1/400,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
10596,10596,xitDZL2SOw8,Canon,Canon EOS 6D,100.0,85.0,8.0,1/90,0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
10597,10597,_Jke7VT5XBQ,SONY,ILCE-6300,2000.0,50.0,2.0,1/500,0,1.0,2.0,0.0,0.0,2.0,0.0,1.0
10598,10598,qjGY1ZpxhXs,Apple,iPhone X,32.0,4.0,1.8,1/100,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10600,10600,gCtkPoUL3EE,SONY,ILCE-7M3,100.0,85.0,5.6,1/1600,0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
10601,10601,Vf9gbsLZyf0,Canon,Canon EOS 6D,400.0,100.0,3.5,1/60,0,0.0,0.0,0.0,1.0,1.0,1.0,2.0
10603,10603,OYFYy-a33Rg,NIKON CORPORATION,NIKON D3500,100.0,55.0,7.1,1/250,0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
10604,10604,uCG-HpG-5MU,NIKON CORPORATION,NIKON D3100,1600.0,25.0,10.0,1/100,0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
10605,10605,Y50nMYuQnqc,Canon,Canon PowerShot G1 X Mark III,100.0,45.0,5.6,1/800,0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
10606,10606,UBw1jzeGcwI,Canon,Canon EOS 80D,100.0,35.0,1.8,1/1000,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
10611,10611,QRzQlECEbsk,Canon,Canon EOS 6D,100.0,50.0,2.8,1/250,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10612,10612,C_vhc3D_lUk,Canon,Canon PowerShot G1 X Mark III,100.0,37.5,5.6,1/200,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
10613,10613,sqyIbtmEjSI,SONY,ILCE-7M3,200.0,23.0,2.5,1/200,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10615,10615,Axr51vT74y4,SONY,ILCE-6000,800.0,105.0,4.0,1/500,0,1.0,1.0,0.0,1.0,2.0,1.0,2.0
10616,10616,DM8uHVut4Ig,Canon,Canon EOS 6D Mark II,125.0,24.0,9.0,1/80,0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
10617,10617,HY7Az9lZwB4,Canon,Canon EOS 6D Mark II,50.0,24.0,3.2,1/160,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
10620,10620,KCEwOduK8ck,SONY,ILCE-6300,100.0,30.0,1.4,1/125,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10621,10621,EroYdeZY71I,FUJIFILM,X-T30,160.0,35.0,1.4,1/680,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
10622,10622,ZDuqRrF9-k0,Canon,Canon EOS 6D,400.0,50.0,2.0,1/125,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10623,10623,-WCcU89aBe0,Nikon,D3300,200.0,35.0,1.8,1/200,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10627,10627,0uCr6UeCrmc,Canon,Canon EOS 1200D,800.0,85.0,2.0,1/3200,0,1.0,1.0,0.0,0.0,2.0,0.0,1.0
10632,10632,dKUMqzvv-Ng,NIKON CORPORATION,NIKON D850,100.0,105.0,3.2,1/160,0,0.0,0.0,0.0,1.0,1.0,1.0,2.0
10633,10633,fhsjnWtyMtU,LEICA CAMERA AG,LEICA Q2,100.0,28.0,4.0,1/250,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
10634,10634,32onZWFqKHo,NIKON CORPORATION,NIKON D610,100.0,35.0,1.6,1/4000,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
10635,10635,xaAtNUDFFck,Canon,Canon EOS R,640.0,40.0,2.5,1/160,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
10637,10637,8j-2d94Orlc,NIKON CORPORATION,NIKON D750,50.0,24.0,1.8,1/1000,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
10638,10638,gMPUTVvaJTo,Canon,Canon EOS 5D Mark III,100.0,135.0,16.0,1/250,0,0.0,0.0,1.0,2.0,1.0,1.0,2.0
10640,10640,73vvJpmi-Vg,SONY,ILCE-7M3,1000.0,60.0,5.0,1/5000,0,1.0,1.0,0.0,1.0,2.0,0.0,1.0
10641,10641,MCGnamvqEac,NIKON CORPORATION,NIKON D600,1250.0,14.0,4.0,15,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
10642,10642,pp_oXEb2H48,FUJIFILM,X-T2,400.0,35.0,4.0,1/8000,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
10643,10643,0KleqkJzL1k,SONY,ILCE-7M3,125.0,105.0,4.0,1/500,0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
10644,10644,1EPgvrScmsM,FUJIFILM,X-T3,160.0,1.0,2.8,1/250,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10647,10647,mcUVoqtEzF0,Canon,Canon EOS 5D Mark IV,100.0,300.0,5.6,1/400,0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
10649,10649,gC-D2J14si8,SONY,ILCE-7RM3,100.0,135.0,4.0,1/6400,0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
10650,10650,NMUkamFAS-s,Panasonic,DMC-G85,640.0,32.0,5.0,1/160,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
10653,10653,DvtEIhv0ZME,Canon,Canon EOS 80D,100.0,18.0,9.0,1/250,0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
10654,10654,dtoEr1utUas,FUJIFILM,X-H1,1000.0,40.1,2.8,1/55,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
10657,10657,XwM_9Hx7lXE,Canon,Canon EOS 6D,200.0,100.0,2.0,1/1250,0,0.0,0.0,0.0,0.0,2.0,1.0,2.0
10659,10659,LUHnStun6JY,Canon,Canon EOS 5D Mark IV,640.0,16.0,2.8,1/160,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
10660,10660,DdMSU7V7elU,SONY,ILCE-7SM2,200.0,22.0,4.0,1/100,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
10665,10665,-S9e6UY40oI,Canon,Canon EOS 70D,400.0,30.0,6.3,1/800,0,0.0,0.0,1.0,2.0,2.0,0.0,0.0
10666,10666,b1MgPXpylbo,SONY,ILCE-7M3,50.0,100.0,5.0,1/15,0,0.0,0.0,0.0,1.0,1.0,1.0,2.0
10669,10669,NSGQCVdSrNM,Canon,Canon EOS 5D Mark III,200.0,45.0,5.6,10,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
10670,10670,33cf4x0dR3w,SONY,ILCE-7SM2,1000.0,15.0,4.0,30,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
10672,10672,grUjTGo7kJA,NIKON CORPORATION,NIKON D750,50.0,35.0,1.4,1/4000,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
10674,10674,IGo9d14Dnao,NIKON CORPORATION,NIKON D7200,100.0,300.0,6.3,1/320,0,0.0,0.0,1.0,2.0,2.0,1.0,2.0
10676,10676,XwLTGrtuMX0,samsung,SM-C710F,32.0,3.7,1.7,1/160,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10677,10677,QHoQn8uq2_s,Canon,Canon EOS 5D Mark III,400.0,70.0,4.0,1/200,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
10679,10679,ImmSGhNzG44,Canon,Canon EOS 600D,3200.0,33.0,5.6,1/50,0,1.0,2.0,0.0,1.0,1.0,0.0,0.0
10682,10682,A2mjVkcix-w,FUJIFILM,X-T2,2000.0,21.4,3.6,25,0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
10684,10684,fue7Udjvsc0,SONY,ILCE-7M3,100.0,50.0,4.5,1/320,0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
10685,10685,hGGr64QBOyQ,Canon,Canon EOS 6D,100.0,17.0,8.0,1/20,0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
10687,10687,M35j-B2q8Rw,Canon,Canon EOS 6D,250.0,35.0,1.8,1/1250,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
10688,10688,DTsF8CoFZh4,Canon,Canon EOS-1D Mark II,320.0,50.0,1.8,1/200,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10689,10689,C6VuGcWjQHc,NIKON CORPORATION,NIKON D3400,1250.0,35.0,3.2,1/4000,0,1.0,1.0,0.0,1.0,2.0,0.0,0.0
10691,10691,2THFkVFcIzE,NIKON CORPORATION,NIKON D5500,1250.0,85.0,2.8,1/800,0,1.0,1.0,0.0,0.0,2.0,0.0,1.0
10695,10695,cWQDPiVe5yo,SONY,ILCE-7RM3,320.0,84.0,5.0,1/1250,0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
10699,10699,Cmmi8bWE_lM,Canon,Canon EOS 77D,3200.0,50.0,5.0,1/320,0,1.0,2.0,0.0,1.0,2.0,0.0,1.0
10700,10700,CbkqfOupzcI,DJI,FC220,100.0,4.7,2.2,1/120,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10701,10701,3EsACKTTIQ8,SONY,ILCE-6000,100.0,30.0,1.6,1/4000,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
10703,10703,FvnzX1dHlkk,SONY,ILCE-7M2,100.0,35.0,1.6,1/1600,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
10705,10705,IDG5EvRRSv4,SONY,ILCE-7M2,320.0,24.0,2.8,1/500,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
10707,10707,bYuI23mnmDQ,NIKON CORPORATION,NIKON D750,100.0,52.0,6.3,1/1600,0,0.0,0.0,1.0,2.0,2.0,0.0,1.0
10708,10708,2mG78qrzhTo,NIKON CORPORATION,NIKON D7200,200.0,42.0,9.0,1/160,0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
10711,10711,gX9R4Ihx8GA,Canon,Canon EOS 5D Mark III,100.0,35.0,22.0,1/6,0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
10712,10712,-o4PpHE9uG0,FUJIFILM,X-T20,200.0,16.0,3.2,1/2000,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
10716,10716,YKfSUyB5TLw,NIKON CORPORATION,NIKON Z 6,160.0,50.0,1.8,1/125,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10717,10717,TqXyeNUUr54,NIKON CORPORATION,NIKON D750,100.0,66.0,13.0,30,0,0.0,0.0,1.0,2.0,0.0,0.0,1.0
10721,10721,7XJ3d0xK444,Canon,Canon EOS 6D Mark II,200.0,50.0,1.4,1/100,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10722,10722,elY5N2CkKjE,Canon,Canon EOS 6D,1600.0,40.0,4.0,1/400,0,1.0,1.0,0.0,1.0,2.0,0.0,1.0
10726,10726,mHmoyfzCZJA,SONY,ILCE-7SM2,125.0,35.0,4.0,1/200,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
10727,10727,tbS9zHMvyus,SONY,ILCE-7M3,1000.0,75.0,2.8,1/80,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
10730,10730,vqcXGiIli4s,Canon,Canon EOS 6D,200.0,35.0,1.4,1/400,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
10734,10734,cBDbj1LF3Qs,Canon,Canon EOS-1D X Mark II,640.0,24.0,1.4,1/2000,0,1.0,1.0,0.0,0.0,2.0,0.0,0.0
10735,10735,fQwZBvUGx6o,Canon,Canon EOS 5D Mark III,200.0,70.0,3.5,1/100,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
10736,10736,-e6IulvQ31k,Canon,Canon EOS 5D Mark III,100.0,220.0,25.0,0.4,0,0.0,0.0,1.0,2.0,0.0,1.0,2.0
10738,10738,7MfIITgVySA,Canon,Canon EOS R,100.0,24.0,5.6,30,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10743,10743,d1EaX3UWl9A,DJI,FC220,139.0,4.7,2.2,1/50,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10745,10745,ktPeDw6icBo,Canon,Canon EOS 80D,100.0,15.0,11.0,1/125,0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
10749,10749,ua9Im1zPoGM,SONY,ILCE-6500,200.0,50.0,1.8,1/1250,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
10754,10754,0EfhvSvOhFI,Canon,Canon EOS 750D,100.0,55.0,6.3,1/100,0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
10758,10758,nnIzqn6B6fA,NIKON CORPORATION,NIKON D750,100.0,20.0,6.3,30,0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
10760,10760,dvBHDyAN6ho,Canon,Canon EOS 6D Mark II,800.0,50.0,2.2,1/100,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
10761,10761,zWOwJ7Dpxcw,NIKON CORPORATION,NIKON D850,64.0,50.0,2.0,1/60,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10766,10766,KD94eYYEQK0,SONY,ILCE-6000,100.0,29.0,8.0,1/125,0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
10767,10767,3ALWS-fLXEU,NIKON CORPORATION,NIKON D850,400.0,85.0,1.4,1/640,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
10770,10770,WvpuGSpiZvM,SONY,ILCE-7RM2,100.0,75.0,8.0,1/80,0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
10771,10771,XSzMnfgxikg,SONY,ILCE-7M3,400.0,29.0,3.5,1/250,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
10775,10775,j6Vlio3BWd8,NIKON CORPORATION,NIKON D750,200.0,24.0,10.0,1/400,0,0.0,0.0,1.0,2.0,2.0,0.0,0.0
10777,10777,xjq0hnTlTHg,NIKON CORPORATION,NIKON D5200,800.0,26.0,5.0,10,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
10778,10778,23qF07IEvjs,NIKON CORPORATION,NIKON D5500,100.0,35.0,2.2,1/125,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10781,10781,xLBLft6jss8,NIKON CORPORATION,NIKON D600,200.0,50.0,1.4,1/4000,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
10784,10784,8qigdir-PfA,SONY,ILCE-6500,400.0,50.0,3.2,1/200,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
10786,10786,_b1BFtvb8Qs,SONY,ILCE-7M3,80.0,105.0,4.0,1/250,0,0.0,0.0,0.0,1.0,1.0,1.0,2.0
10789,10789,YvRTYzkT6Hs,NIKON CORPORATION,NIKON D3300,12800.0,8.0,8.0,30,0,1.0,2.0,1.0,2.0,0.0,0.0,0.0
10790,10790,lpxf698eF6s,NIKON CORPORATION,NIKON D5300,100.0,35.0,1.8,1/3200,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
10792,10792,A1JZ9krTGOE,NIKON CORPORATION,NIKON D5500,125.0,48.0,11.0,1/50,0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
10795,10795,sHb5UyXumWA,FUJIFILM,X-T2,640.0,40.7,4.0,1/125,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
10796,10796,6G9RMWqcOEA,Canon,Canon EOS 5DS,640.0,70.0,2.8,1/160,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
10798,10798,aSc19mhdKzs,SONY,ILCE-7RM2,400.0,75.0,5.0,1/50,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
10801,10801,Kj2BSq2lHqs,Canon,Canon EOS 5D Mark IV,2500.0,400.0,5.6,1/8000,0,1.0,2.0,0.0,1.0,2.0,1.0,2.0
10803,10803,TjXVTZ1isNs,NIKON CORPORATION,NIKON D3000,100.0,50.0,1.8,1/100,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10804,10804,IWVxdOQZYyU,Canon,Canon EOS 5D Mark IV,125.0,70.0,2.8,1/1000,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
