photo_id,exif_camera_make,exif_camera_model,exif_iso,exif_focal_length,exif_aperture_value,exif_exposure_time,orientation,iso_noise_bin_label,iso_noise_label,DoF_bin,DoF,exposure_label,focal_label_bin,focal_label
BoY7LooE1uA,SONY,ILCE-7M3,100,55,1.8,1/100,0,0,0,0,0,1,0,1
dB0NXVpvgTo,SONY,ILCE-7,1600,29,5,1/200,0,1,1,1,1,1,0,0
z4_fg3mPh9s,,,,,,,0,,,,,,,
Bxkg6LmeY18,NIKON CORPORATION,NIKON D5300,250,35,1.8,1/30,0,0,0,0,0,1,0,0
99F4mC79j1I,NIKON CORPORATION,NIKON D7000,125,11,7.1,1/20,1,0,0,1,2,1,0,0
ee67VZ9Jijk,FUJIFILM,FinePixS2Pro,200,30,5.6,1/500,1,0,0,1,1,2,0,0
sZlQ7qqGJwg,DJI,FC220,100,4.7,2.2,1/100,0,0,0,0,0,1,0,0
KVeogBZzl4M,Canon,Canon EOS REBEL T5i,125,18,3.5,1/320,1,0,0,0,1,2,0,0
D9gKmhEavyU,Canon,Canon EOS 5D Mark IV,1250,300,5,1/640,1,1,1,1,1,2,1,2
2SzJk_cNtKs,Canon,Canon EOS 6D,125,35,2,1/2500,0,0,0,0,0,2,0,0
yhW22rZunaA,Canon,Canon EOS 6D,100,50,1.6,1/2500,0,0,0,0,0,2,0,1
ST-Ts25_TpE,Canon,Canon EOS 5D Mark II,250,35,2,1/2000,1,0,0,0,0,2,0,0
pDYaVUmp0ak,SONY,ILCE-6300,320,23,6.3,1/3200,0,0,0,1,2,2,0,0
0uPV-K67DaU,Zenit ,ET-7,400,58,5.6,1/500,1,0,0,1,1,2,0,1
S_AAp27zg_s,Canon,Canon EOS REBEL T2i,100,40,6.3,1/100,1,0,0,1,2,1,0,1
ciGdq28feDA,SONY,DSC-RX100M5,320,20.4,2.8,1/2500,0,0,0,0,0,2,0,0
7t9dN_IwGw0,Panasonic,DMC-FZ300,100,14,2.8,1/100,0,0,0,0,0,1,0,0
ph5Z0MOV5Zg,NIKON CORPORATION,NIKON D610,100,85,2.8,1/250,0,0,0,0,0,1,0,1
krtsfZ2Ypoc,"RICOH IMAGING COMPANY, LTD.",RICOH GR III,200,18.3,2.8,1/250,0,0,0,0,0,1,0,0
9zNNm4KccC8,NIKON CORPORATION,NIKON D7000,2000,10,3.5,25,1,1,2,0,1,0,0,0
tVdL8ZJDObw,Apple,iPhone 6s,25,4.2,2.2,1/2137,1,0,0,0,0,2,0,0
vvkQVCO5vJE,OLYMPUS CORPORATION,E-M10 Mark III,100,25,1.8,1/4000,0,0,0,0,0,2,0,0
4rCu6te82xE,NIKON CORPORATION,NIKON D850,64,50,2.2,1/100,0,0,0,0,0,1,0,1
nRzvUFZn9L8,SONY,ILCE-7RM2,100,,,1/60,1,0,0,,,1,,
QvbLjB9pHLM,SONY,ILCE-7M2,1600,,,1/50,0,1,1,,,1,,
20iUSfosUIc,Canon,Canon EOS 5D Mark IV,100,24,8,1/60,0,0,0,1,2,1,0,0
GW6_l_nC7tc,Canon,Canon EOS 600D,800,18,3.5,10,1,1,1,0,1,0,0,0
naXNSphxYIc,,,,,,,0,,,,,,,
Yx0sVL2H8pA,NIKON CORPORATION,NIKON D850,1600,120,4,1/50,1,1,1,1,1,1,1,2
zelgyeLINKc,Canon,Canon EOS 450D,1600,47,13,1/400,1,1,1,1,2,2,0,1
ugG-_T6_6WQ,Canon,Canon EOS 600D,100,11,16,20,0,0,0,1,2,0,0,0
4NnKkfTaNAM,Canon,Canon EOS 600D,3200,50,1.4,1/800,1,1,2,0,0,2,0,1
E5zjehlPyGA,Canon,Canon EOS 5D Mark III,100,70,10,140,0,0,0,1,2,0,0,1
TRVkQRdT820,Canon,Canon EOS 1000D,400,32,6.3,1/1600,1,0,0,1,2,2,0,0
jCTo3MAtzjA,"RICOH IMAGING COMPANY, LTD.",PENTAX 645Z,100,120,5.6,1/200,0,0,0,1,1,1,1,2
ip2x13gsYJE,FUJIFILM,X-T20,200,46.3,4,1/30,1,0,0,1,1,1,0,1
zdj3p00Rep0,,,,,,,1,,,,,,,
d9wuC3RcGh0,Canon,Canon EOS 80D,320,45,10,1/250,1,0,0,1,2,1,0,1
U6YXXb5mcKM,NIKON CORPORATION,NIKON D600,100,48,4,1/125,1,0,0,1,1,1,0,1
ghVaKawoKS0,SONY,ILCE-7M2,400,,,1/200,1,0,0,,,1,,
2hSypX6qBew,FUJIFILM,X-T20,200,55,4,1/420,1,0,0,1,1,2,0,1
tjwiDhFVIM4,FUJIFILM,X100S,250,23,10,1/800,1,0,0,1,2,2,0,0
Megz9vg7tTU,Canon,Canon EOS 5DS,50,50,1.4,1/1000,0,0,0,0,0,2,0,1
9G3vKHcJPAs,NIKON CORPORATION,NIKON D610,100,85,1.4,1/800,0,0,0,0,0,2,0,1
mXNPlmi0qks,SONY,ILCE-7M2,1000,200,4,1/200,0,1,1,1,1,1,1,2
Qrg3PKWK5nY,SONY,ILCE-6500,100,16,7.1,1/160,1,0,0,1,2,1,0,0
z4TwyDCAqnY,NIKON CORPORATION,NIKON D610,400,14,5,1/100,1,0,0,1,1,1,0,0
Jq3YxzGagdU,NIKON CORPORATION,NIKON D810,320,24,5,1/500,0,0,0,1,1,2,0,0
4e2OFBrL3I0,Canon,Canon EOS 5D Mark IV,100,400,7.1,1/400,0,0,0,1,2,2,1,2
KnJKGaYwZY0,Canon,Canon EOS 7D,250,30,4,1/40,0,0,0,1,1,1,0,0
apYiDRNa-pY,NIKON CORPORATION,NIKON D750,100,24,4,1/200,0,0,0,1,1,1,0,0
daAg9FipEhw,SONY,ILCE-7M3,800,29,4,1/160,1,1,1,1,1,1,0,0
NljTy5Y15JM,,,,,,,1,,,,,,,
TDVUUHml2NA,NIKON CORPORATION,NIKON D750,320,16,5.6,1/1000,0,0,0,1,1,2,0,0
hxkzvihbS_c,SONY,ILCE-7M3,160,24,4,1/125,1,0,0,1,1,1,0,0
iJGhIMWKz7w,Canon,Canon EOS 5D Mark IV,320,400,5.6,1/320,0,0,0,1,1,2,1,2
legqE_QBFmI,SONY,ILCE-7M2,100,35,22,30,1,0,0,1,2,0,0,0
nAnv-ayK1wE,SONY,ILCE-7M3,50,55,1.8,1/4000,1,0,0,0,0,2,0,1
gfA0Se1Arj0,Canon,Canon EOS Rebel T6,100,104,5.6,1/1000,0,0,0,1,1,2,1,2
Al7NDkUV-ow,FUJIFILM,X-T3,160,18,2,1/500,0,0,0,0,0,2,0,0
WHLI73X8tE0,NIKON CORPORATION,NIKON D3100,400,18,8,10,1,0,0,1,2,0,0,0
Nj2xtmIVgd8,Canon,Canon EOS REBEL T4i,100,30,4.5,1/1600,0,0,0,1,1,2,0,0
JcvvdtxLUV8,SONY,ILCE-6000,160,36,5.6,1/200,1,0,0,1,1,1,0,1
W8iQBo22Mp4,Canon,Canon EOS 6D,200,50,1.8,1/100,1,0,0,0,0,1,0,1
GA6gCHdnxyU,NIKON CORPORATION,NIKON D7200,320,55,2.8,1/500,0,0,0,0,0,2,0,1
-loySly6N7Q,NIKON CORPORATION,NIKON D3400,1600,50,2.5,1/2500,0,1,1,0,0,2,0,1
GsdTx_G1XaQ,Olympus,DP71,,,1.3,1/27,1,,,0,0,1,,
H8d-fZVSgxY,SONY,NEX-7,100,18,13,1/80,0,0,0,1,2,1,0,0
FvFjSvpDiSQ,Canon,Canon EOS 5D Mark III,50,45,2.8,1/2000,0,0,0,0,0,2,0,1
1VgfQdCuX-4,SONY,ILCE-7M3,400,105,4,1/1250,0,0,0,1,1,2,1,2
me-iNvR3jG8,SONY,ILCE-7M3,100,116,4,1/100,0,0,0,1,1,1,1,2
TZ2YZTJb8C8,Canon,Canon EOS 77D,2500,250,7.1,1/800,1,1,2,1,2,2,1,2
FmEaQuJvm6E,SONY,ILCE-7RM3,50,85,2.5,1/2500,0,0,0,0,0,2,0,1
dmq143g6BQk,Canon,Canon EOS Rebel T6,100,55,8,1/1250,1,0,0,1,2,2,0,1
jlPJelJrSn4,SONY,ILCE-7RM3,1250,12,4,1/20,0,1,1,1,1,1,0,0
ohShlY1eT6w,Canon,Canon EOS 700D,100,20,4,1/640,1,0,0,1,1,2,0,0
Y1qijzrIDN4,NIKON CORPORATION,NIKON D750,100,50,1.8,1/640,1,0,0,0,0,2,0,1
2FM9g-vAkJg,Canon,Canon EOS 5D Mark III,50,90,1.8,1/400,0,0,0,0,0,2,1,2
Ivzo69e18nk,SONY,ILCE-6500,100,30,1.7,1/50,0,0,0,0,0,1,0,0
Z9bu9dCSuA4,FUJIFILM,X-T3,160,55,5.6,1/240,0,0,0,1,1,1,0,1
GU2nWOhDFAY,,,,,,,1,,,,,,,
vAqvPNFnSy4,Canon,Canon EOS 70D,100,145,6.3,1/250,0,0,0,1,2,1,1,2
_Q9Gu7njZGk,HUAWEI,VOG-L29,100,14.5,3.4,1/60,0,0,0,0,1,1,0,0
CX6-_wXxOsY,,,,,,,0,,,,,,,
3kZNQPMAx6A,SONY,ILCE-7M3,100,50,1.8,1/1250,0,0,0,0,0,2,0,1
w4KWqi4xilI,NIKON CORPORATION,NIKON D850,220,30,4,1/30,0,0,0,1,1,1,0,0
0fhQYNv2nzE,FUJIFILM,X-H1,,,,,1,,,,,,,
9xWwTHXMEQg,Canon,Canon EOS 5D Mark IV,4000,24,1.4,30,0,1,2,0,0,0,0,0
NzP7jZ2PqbE,Canon,Canon EOS 700D,100,50,1.8,1/4000,0,0,0,0,0,2,0,1
qZW4KIa2UJA,Canon,Canon EOS 77D,6400,50,1.8,1/400,0,1,2,0,0,2,0,1
nj2q48fLy10,FUJIFILM,X-T3,80,23,2.2,1/1250,0,0,0,0,0,2,0,0
iUv_1Zn4Dy0,Canon,Canon EOS 70D,2000,29,4,1/640,0,1,2,1,1,2,0,0
wOnNwh57DGA,Canon,Canon EOS 5D Mark III,100,16,18,1/25,0,0,0,1,2,1,0,0
vrr1JWKsuG0,Canon,Canon EOS 5D Mark IV,3200,300,5,1/640,1,1,2,1,1,2,1,2
0iAxBDECbaE,FUJIFILM,X-T1,200,23,1.4,1/4000,0,0,0,0,0,2,0,0
rleYWWVY4Pc,SONY,ILCE-7M3,200,70,6.3,1/400,0,0,0,1,2,2,0,1
DTvzW2sl9eE,Canon,Canon EOS 80D,1600,50,2.5,1/200,0,1,1,0,0,1,0,1
PlVXUUeqeus,Canon,Canon EOS 5D Mark IV,1600,24,1.4,1/6400,0,1,1,0,0,2,0,0
R2g9Ap1Bn3Y,FUJIFILM,X-T20,200,34,5,1/1400,0,0,0,1,1,2,0,0
W37YpPM_FWs,DJI,FC220,100,4.7,2.2,1/500,0,0,0,0,0,2,0,0
4C8Nyhuw1K8,NIKON CORPORATION,NIKON D5,320,500,4,1/500,1,0,0,1,1,2,1,2
xs9kOCAjOFw,Canon,Canon EOS 80D,100,50,4,1/100,0,0,0,1,1,1,0,1
YbsC9uruhJI,Canon,Canon EOS 5D Mark III,200,53,3.2,1/60,0,0,0,0,1,1,0,1
GER4paOumxg,SONY,ILCE-6500,100,34,4.5,1/800,0,0,0,1,1,2,0,0
3xltAFnJlhQ,Canon,Canon EOS 6D,1600,50,4.5,1/125,1,1,1,1,1,1,0,1
fmTDdLOEkl0,NIKON CORPORATION,NIKON D850,250,105,6.3,1/8000,1,0,0,1,2,2,1,2
daevrPHoYRg,Canon,Canon EOS Rebel T6i,200,50,18,0.8,1,0,0,1,2,0,0,1
nKV2acRrR9U,SONY,ILCE-6000,1600,16,1.6,1/60,1,1,1,0,0,1,0,0
JINHNZ9d9Nc,SONY,ILCE-6000,100,24,9,5,0,0,0,1,2,0,0,0
QLTYmYuRSh0,SONY,ILCE-6000,320,16,3.5,1/1000,0,0,0,0,1,2,0,0
nVHIrkG0rPc,,,,,,,1,,,,,,,
H8-HJxjVOBE,NIKON CORPORATION,NIKON Z 6,100,100,2.8,1/5000,0,0,0,0,0,2,1,2
TtBl7Hv--2M,Canon,Canon EOS Rebel T6i,1600,21,3.5,1/800,0,1,1,0,1,2,0,0
5PAJn8MsT_o,Canon,Canon EOS 5D Mark II,100,24,4,1/8000,1,0,0,1,1,2,0,0
li9VW3SsLl4,SONY,ILCE-7RM3,800,46,5.6,1/250,0,1,1,1,1,1,0,1
bUNOr0x8BSA,,,,,,,1,,,,,,,
SIWbNsJt8z0,Canon,Canon EOS 5D Mark IV,3200,400,5.6,1/500,0,1,2,1,1,2,1,2
OAlYImdG1IQ,SONY,ILCE-6000,100,16,5.6,1/80,1,0,0,1,1,1,0,0
_Q4mepyyjMw,Apple,iPhone 6s Plus,,4.2,2.2,1/160,0,,,0,0,1,0,0
jvaz7zcHEg8,FUJIFILM,X-H1,400,55,2.8,1/2400,0,0,0,0,0,2,0,1
NyfXy0Is4YA,Canon,Canon EOS REBEL T5i,320,18,3.5,1/30,0,0,0,0,1,1,0,0
GvSLkDH7XdI,Canon,,,400,,1/100,1,,,,,1,1,2
9oYejvnGNj0,,,,,,,0,,,,,,,
5P8KiSpkzQ4,SONY,ILCE-7M2,100,35,2,1/160,0,0,0,0,0,1,0,0
xXBay_JDj0I,NIKON CORPORATION,NIKON D3400,800,50,2,1/100,0,1,1,0,0,1,0,1
dFgtAO0qBVk,FUJIFILM,X-T2,400,23,2,1/4000,0,0,0,0,0,2,0,0
FEZ4Tvaxyhw,SONY,ILCE-6500,500,56,1.4,1/1250,0,1,1,0,0,2,0,1
VfuL_CWH7u8,SONY,ILCE-7RM2,100,14,16,2.5,0,0,0,1,2,0,0,0
S6_Wq3N8iTU,Canon,Canon EOS Rebel T6i,1600,18,3.5,1/250,0,1,1,0,1,1,0,0
SbpTTkGGAYo,SONY,ILCE-7M3,50,24,4.5,1/640,0,0,0,1,1,2,0,0
OtSfukJOl2o,FUJIFILM,X-T2,1250,18,2.8,30,1,1,1,0,0,0,0,0
oWHNeo9C8hY,,NIKON D850,1250,15,3.2,15,1,1,1,0,1,0,0,0
m-TaB8a8Bwg,NIKON CORPORATION,NIKON D5100,250,35,4.5,1/200,0,0,0,1,1,1,0,0
mINfOPaFpzQ,EPSON,Perfection V600,,,,,0,,,,,,,
Dn-NBprVOUU,SONY,ILCE-6500,100,28,5.6,1/400,0,0,0,1,1,2,0,0
7euLKyfZfEU,Epson,PerfectionV700,,,,,1,,,,,,,
tTgGrmakEO0,NIKON CORPORATION,NIKON D610,400,105,3.3,1/160,0,0,0,0,1,1,1,2
jgFPg_EO2dU,NIKON CORPORATION,NIKON D610,200,85,2,1/80,1,0,0,0,0,1,0,1
iqbk5e3evrc,SONY A7 iii,ILCE-7M3,100,33,5,1/100,1,0,0,1,1,1,0,0
9b4WStMHwbw,Canon,Canon EOS 5DS,50,50,1.4,1/200,1,0,0,0,0,1,0,1
8FxTYc5XJTM,Canon,Canon EOS 6D Mark II,100,35,1.8,1/640,0,0,0,0,0,2,0,0
zoBnlLpMxsc,Canon,Canon EOS 5D Mark III,100,100,16,5,0,0,0,1,2,0,1,2
lQPEChtLjUo,SONY,ILCE-7M3,400,28,8,1/125,1,0,0,1,2,1,0,0
MFbyzPYC8SU,,,,,,,1,,,,,,,
u1TR2x2cLGI,Panasonic,DC-GH5,200,54,4,1/125,0,0,0,1,1,1,0,1
ONVX1qrfw0A,,,,,,,0,,,,,,,
Uz0OpFr0JzY,Apple,iPhone XR,25,4.2,1.8,1/529,0,0,0,0,0,2,0,0
1-Zg4MzUH2c,SONY,ILCE-6500,1000,30,1.4,1/800,0,1,1,0,0,2,0,0
oZKmdQlIVds,Canon,Canon EOS 5D Mark IV,200,24,5,30,1,0,0,1,1,0,0,0
JVPX0mLB-NQ,Canon,Canon EOS 5D Mark II,200,105,4,1/250,1,0,0,1,1,1,1,2
JjWpEsLwe-0,SONY,ILCE-6500,640,38,13,1/800,1,1,1,1,2,2,0,1
SFKAoY5scVU,OLYMPUS CORPORATION,E-M1MarkII,64,25,4,2.5,1,0,0,1,1,0,0,0
EPUjmGnm2AA,Canon,Canon EOS 80D,100,20,1.4,1/2500,1,0,0,0,0,2,0,0
NfpRpUiwMbk,,,,,,,1,,,,,,,
bb00CZjDg1g,NIKON CORPORATION,NIKON D3100,400,58,32,1/125,1,0,0,1,2,1,0,1
b8AiheHsMXw,FUJIFILM,X-T1,200,23,2.5,1/1000,1,0,0,0,0,2,0,0
5wEhOWeKMHs,NIKON CORPORATION,NIKON D5300,1250,18,3.5,30,1,1,1,0,1,0,0,0
b20KkQ1rQmw,DJI,FC220,100,4.7,2.2,1/50,0,0,0,0,0,1,0,0
px-tX8dnE-A,Canon,Canon EOS 5D Mark III,100,16,16,0.8,0,0,0,1,2,0,0,0
Eg3iyelG2iQ,Canon,Canon EOS 5DS,500,24,2.8,30,1,1,1,0,0,0,0,0
xHmmOYjB4Ws,Canon,Canon EOS 100D,2000,55,7.1,1/100,1,1,2,1,2,1,0,1
pzhqA4Adyn8,SONY,ILCA-99M2,320,135,2.2,1/125,1,0,0,0,0,1,1,2
WvGGtnC1NPs,Canon,Canon EOS 1300D,400,50,13,1/200,0,0,0,1,2,1,0,1
TVkZ0uAAFZw,Canon,Canon EOS 100D,6400,24,2.8,14,1,1,2,0,0,0,0,0
EvS_yFY48VU,Hasselblad,L1D-20c,200,10.3,2.8,1/200,1,0,0,0,0,1,0,0
QH1QpmWcxHE,SONY,ILCE-7,160,50,2.8,1/640,0,0,0,0,0,2,0,1
2bh6mF9CBHY,DJI,FC2103,100,4.5,2.8,1/200,0,0,0,0,0,1,0,0
Wft_9NCuh0A,,,,,,,0,,,,,,,
itw-veImrHU,SONY,ILCE-7RM3,100,135,2.8,1/800,1,0,0,0,0,2,1,2
j9yllKyjn64,NIKON CORPORATION,NIKON D700,200,370,5.6,1/500,1,0,0,1,1,2,1,2
idJlwN3NRhg,SONY,ILCE-7,125,50,2.8,1/400,0,0,0,0,0,2,0,1
EY8Fxfbsqm0,NIKON CORPORATION,NIKON D7100,160,35,1.8,1/500,0,0,0,0,0,2,0,0
89JjCbf_NvA,GoPro,HERO5 Black,349,3,2.8,1/120,0,0,0,0,0,1,0,0
xdFaanjRmTY,Canon,,100,50,2,1/100,1,0,0,0,0,1,0,1
G7wugR0jj-k,NIKON CORPORATION,NIKON D3400,1600,48,5.6,1/1250,0,1,1,1,1,2,0,1
4FWoCSomdlA,Canon,Canon EOS 5D Mark II,100,35,1.4,1/320,0,0,0,0,0,2,0,0
vtwO53rvdvM,,,,,,,0,,,,,,,
gQyizzpkkus,SONY,ILCE-6000,100,50,3.5,1/400,0,0,0,0,1,2,0,1
zD9O1tgKwvw,Canon,Canon EOS 80D,,,,,1,,,,,,,
iuIQUwjuzmE,Panasonic,DMC-ZS60,80,129,8,1/800,1,0,0,1,2,2,1,2
vPWlMEumuKE,Canon,Canon EOS R,400,50,4.5,1/1000,0,0,0,1,1,2,0,1
bOVi_-y0450,Canon,Canon EOS-1D X Mark II,100,14,2.8,1/500,0,0,0,0,0,2,0,0
JpWY_cDrhQU,Canon,,100,50,2,1/100,1,0,0,0,0,1,0,1
PkXHRgGSw4o,Canon,Canon EOS 7D,100,50,,1/160,1,0,0,,,1,0,1
Opo9reJ91Ms,Canon,Canon EOS Rebel T6,100,50,1.8,1/200,1,0,0,0,0,1,0,1
qsYM_gFgliw,,,,,,,1,,,,,,,
pfn8zWMBSpI,NIKON CORPORATION,NIKON D750,320,24,4,1/400,0,0,0,1,1,2,0,0
rZ-goDWnEE8,Canon,Canon EOS 5DS,50,50,4.5,1/800,0,0,0,1,1,2,0,1
442Fk0AFNUk,NIKON CORPORATION,NIKON D750,100,85,1.8,1/4000,1,0,0,0,0,2,0,1
wB0BJlqqC5A,Canon,Canon EOS 1100D,100,50,2.5,1/640,0,0,0,0,0,2,0,1
tFBjYVy9CwQ,,,,,,,1,,,,,,,
5zaGGWMwsi4,FUJIFILM,X-T3,1600,22.3,3.2,1/60,0,1,1,0,1,1,0,0
-J2-WbOTpGU,NIKON CORPORATION,NIKON D3200,100,35,11,1/400,1,0,0,1,2,2,0,0
OxPuMO3zQ9s,,,,,,,0,,,,,,,
esFsRIt14NU,SONY,ILCE-7RM2,500,85,3.2,1/8000,1,1,1,0,1,2,0,1
Z-SYlJR-Ol0,SONY,SLT-A55V,100,22,3.5,1/1600,0,0,0,0,1,2,0,0
AQQVOVirJzw,Canon,Canon EOS REBEL T3i,100,50,1.8,1/640,0,0,0,0,0,2,0,1
3BfiCftN8Ds,NIKON CORPORATION,NIKON D5300,160,20,3.5,1/250,0,0,0,0,1,1,0,0
VIoNlC4ZHXM,Canon,Canon EOS 80D,100,137,2.8,1/1000,0,0,0,0,0,2,1,2
AJCJ6e1zpWo,OLYMPUS CORPORATION,E-M1MarkII,200,44,5.6,1/320,0,0,0,1,1,2,0,1
Yd6TC3qee6M,Canon,Canon EOS 6D Mark II,400,70,4.5,1/60,1,0,0,1,1,1,0,1
LDOshBvuuY0,Canon,Canon EOS 5D Mark II,400,24,4,1/200,1,0,0,1,1,1,0,0
r9vIeE2uN7Y,Canon,Canon EOS-1D X,2000,40,6.3,1/500,1,1,2,1,2,2,0,1
x7Kz09VroNU,Canon,Canon EOS 6D,100,67,9,1/320,1,0,0,1,2,2,0,1
JPTvaSKvhoo,Canon,Canon EOS 6D,100,17,5.6,1/60,0,0,0,1,1,1,0,0
SLuZoqV4NDI,,,,,,,0,,,,,,,
TmzhGmML2TY,,,,,,,0,,,,,,,
HvntOpS_3tA,Sony,Alpha III,800,55,2.8,250,0,1,1,0,0,0,0,1
sdz9gizS0pI,NIKON CORPORATION,NIKON D5200,100,35,13,1/6,1,0,0,1,2,1,0,0
on4iXApWLh0,SONY,ILCE-7M3,100,40,1.4,1/1250,1,0,0,0,0,2,0,1
vQyCOE2egHo,FUJIFILM,X-T1,200,56,8,1/160,1,0,0,1,2,1,0,1
7NtmX38Jr0U,,,,,,,1,,,,,,,
DM_QhS1VVqY,Canon,Canon EOS 6D Mark II,100,50,2.8,1/800,0,0,0,0,0,2,0,1
kHprIGwkZK4,Canon,Canon EOS 600D,100,30,4,1/320,0,0,0,1,1,2,0,0
ew6Mt77oSHI,Canon,Canon EOS 6D Mark II,3200,24,20,15,1,1,2,1,2,0,0,0
s7qZayMy6Go,,,,,,,0,,,,,,,
7ehH_SB9pIc,Panasonic,DMC-ZS60,320,28.7,5.5,1/80,0,0,0,1,1,1,0,0
sLWS_aYoQ38,Canon,Canon EOS 5DS,100,24,4.5,1/500,0,0,0,1,1,2,0,0
_aFgVTAfKNg,Canon,Canon EOS 5D Mark IV,100,70,2.8,1/160,0,0,0,0,0,1,0,1
JWQ_KxUrrBU,SONY,ILCE-6300,640,16,3.5,15,1,1,1,0,1,0,0,0
8UqLnmkX4YM,nikon,D610,,50,,,1,,,,,,0,1
23jwDtTQgRQ,SONY,ILCE-7M3,320,75,2.8,1/800,0,0,0,0,0,2,0,1
pOCcShZwNcs,SONY,ILCE-7RM3,250,57,4,1/250,0,0,0,1,1,1,0,1
LziO0mzXwQo,Canon,Canon EOS M50,100,17,7.1,1/320,1,0,0,1,2,2,0,0
Mur1brzxdKM,NIKON CORPORATION,NIKON Z 6,640,50,1.4,1/640,0,1,1,0,0,2,0,1
g72LHa67Z9Y,Canon,Canon EOS Rebel T6,200,75,4,1/500,0,0,0,1,1,2,0,1
lLtBNeVOHFE,NIKON CORPORATION,NIKON D5300,100,95,10,1/25,1,0,0,1,2,1,1,2
QTVxI9Ngguc,SONY,ILCE-7RM2,1250,50,2,1/60,0,1,1,0,0,1,0,1
KFJCrRGyOvE,SONY,ILCE-6000,100,30,6.3,1/80,0,0,0,1,2,1,0,0
ZWe3IW9vYVA,SONY,ILCE-7M3,100,28,3.5,1/640,0,0,0,0,1,2,0,0
7UIwR4-zA4k,Canon,Canon EOS 5D Mark III,100,45,1.8,1/1000,0,0,0,0,0,2,0,1
g4uAI6e47v8,,,,,,,1,,,,,,,
z5NnleM0pz8,Canon,Canon EOS 6D Mark II,1250,24,9,1/125,0,1,1,1,2,1,0,0
rouKZQepJbA,Apple,iPhone XS Max,25,4.2,1.8,1/133,0,0,0,0,0,1,0,0
Ze2Pcm-G1hg,Canon,Canon EOS 80D,6400,27,4,1/13,0,1,2,1,1,1,0,0
TcDINyfnq4Y,NIKON CORPORATION,NIKON Z 6,1250,14,2.8,1/400,0,1,1,0,0,2,0,0
UQ1-aGTkCpk,NIKON CORPORATION,NIKON D7100,5600,105,5.6,1/160,0,1,2,1,1,1,1,2
rVNpkC2LrM4,Apple,iPhone X,20,4,1.8,1/727,0,0,0,0,0,2,0,0
ZuI1uqiLMSc,SONY,ILCE-7RM3,100,85,9,1/100,0,0,0,1,2,1,0,1
iQYvSNlKI8I,Canon,Canon EOS 5D Mark IV,500,,,1/1000,0,1,1,,,2,,
N2oCdJEd78Y,SONY,ILCE-7M3,320,200,5.6,1/320,1,0,0,1,1,2,1,2
kwJfZxunoHc,Canon,Canon EOS 6D,200,50,2.8,1/800,1,0,0,0,0,2,0,1
WBc2-r0bTzA,Canon,Canon EOS 5D Mark II,200,85,4,1/250,1,0,0,1,1,1,0,1
AKUnXRtjo0A,NIKON CORPORATION,NIKON Z 6,2500,24,4,15,1,1,2,1,1,0,0,0
LWQRgSFVOSg,Canon,Canon EOS 5D Mark IV,100,35,2.8,1/1000,0,0,0,0,0,2,0,0
7QyUPe30vqU,Canon,Canon EOS 5D Mark III,50,115,2.8,1/500,1,0,0,0,0,2,1,2
LYLaMpBcB0I,Canon,Canon EOS 5D Mark IV,500,85,1.4,1/250,0,1,1,0,0,1,0,1
epWZiP40_AM,SONY,ILCE-7M3,250,90,8,1/125,1,0,0,1,2,1,1,2
HNI6doq6cTM,SONY,ILCE-7RM2,100,33,4,1/800,1,0,0,1,1,2,0,0
9ROpM990APA,SONY,ILCE-7M2,640,34,4,30,0,1,1,1,1,0,0,0
n7ovRFBtOtI,SONY,ILCE-7M2,100,75,2.8,1/2000,1,0,0,0,0,2,0,1
teIn_B5FSMQ,SONY,ILCE-7RM3,100,50,4,1/500,0,0,0,1,1,2,0,1
jeq-mz11xAY,OnePlus,ONEPLUS A5010,100,4.1,1.7,1/210,1,0,0,0,0,1,0,0
5nH0Hh78Nh4,SONY,ILCE-7M3,80,49,22,0.8,1,0,0,1,2,0,0,1
H3z8BDFIByU,NIKON CORPORATION,NIKON D850,2000,500,10,1/3200,1,1,2,1,2,2,1,2
imdoBgq1JTg,SONY,ILCE-7RM3,100,52,3.5,1/100,0,0,0,0,1,1,0,1
4jj7y-RvgsY,SONY,ILCE-6000,100,,,1/4000,0,0,0,,,2,,
X8cBJyA3D5Q,Canon,Canon EOS 77D,100,50,8,1/4,1,0,0,1,2,1,0,1
FEQXTTmuwLQ,,,,,,,0,,,,,,,
H7Wb_TLDFic,Apple,iPhone XR,25,4.2,1.8,1/3521,0,0,0,0,0,2,0,0
Z77LD3NdwzU,Apple,iPhone 5s,40,4.1,2.2,1/4000,0,0,0,0,0,2,0,0
P2iRe3Okd4U,,,,,,,0,,,,,,,
E303FUX7oNk,FUJIFILM,X-Pro2,200,35,1,1/2400,1,0,0,0,0,2,0,0
QMRN_GX7p4I,Panasonic,DMC-G70,320,246,5.3,1/640,0,0,0,1,1,2,1,2
hdUlUlh-lgM,Canon,Canon EOS 5D Mark III,100,45,1.8,1/90,0,0,0,0,0,1,0,1
ECKktv7grHE,SONY,ILCE-6000,200,16,4.5,1/1000,0,0,0,1,1,2,0,0
cRqHwyVb9ts,FUJIFILM,X-T3,800,35,2.8,1/120,0,1,1,0,0,1,0,0
G9Zgb-yGM_g,SONY,ILCE-7M3,50,50,1.4,1/250,0,0,0,0,0,1,0,1
ajNq3sOmVwY,NIKON CORPORATION,NIKON D300S,200,125,4.8,1/125,0,0,0,1,1,1,1,2
